id,Artist Name,Track Name,Popularity,duration,Class,id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,id,Track Name,key,mode,time_signature
31,ItLe,track_1,33.0,157.63,10,31,0.6707553260167851,0.3462089127844692,0.7376905991864441,0.0258639192959862,0.5512048192771085,,0.0761962816214568,0.4335715025370197,0.2665933497218268,31,track_1,1.0,major,type 4
32,LeTh,track_1,41.0,229.617,9,32,0.4630944695502474,0.9739685018872836,0.8898455241945546,0.0985189954925949,0.0005481927710843,0.2259028372518446,0.3254089200447019,0.2471782126954541,0.42259132272394,32,track_1,8.0,major,type 4
33,Dra,track_1,81.0,298.94100000000003,10,33,0.8063266623628149,0.4623494428258193,0.7131092311147713,0.017600343421335,0.2570281124497992,0.0853404471289629,0.0947881743370923,0.3579786683234959,0.438947470565403,33,track_1,11.0,major,type 4
34,ElFa,track_1,41.0,163.22400000000002,8,34,0.1155584247901872,0.1469678310756015,0.509420778118839,0.0123417042283751,0.958835341365462,0.9006023098416767,0.0968200751803312,0.0224707466086776,0.2472020960020701,34,track_1,,major,type 3
35,FCHe,track_1,44.0,186.812,6,35,0.4889175812352055,0.3862573714194175,0.7097901225325047,0.4140373470701867,0.0756024096385542,,0.0333231738291171,0.4584239411825619,0.2887124250657695,35,track_1,6.0,minor,type 4
36,ToThMaMa,track_1,60.0,158.0,6,36,0.755756401979772,0.5154136505171257,0.7969853510019715,0.0790942262288044,0.0289156626506024,,0.0821903891090115,,0.68148639323759,36,track_1,5.0,minor,type 4
37,deho,track_1,3.0,147.013,10,37,0.5922100279750377,0.4813724606774197,0.769010007237154,0.1221292122773127,0.3002008032128514,,0.0375901655999187,0.8809153981567774,0.2321936861172208,37,track_1,5.0,major,type 4
38,Da+Sh,track_1,71.0,148.9069998,10,38,0.5050570260383044,0.620540854433865,0.8468468468468469,0.0068684267010088,0.1305220883534136,,0.1598090013207355,0.6199647923785855,0.3592099021003148,38,track_1,11.0,major,type 4
39,FL,track_1,66.0,811.077,10,39,0.2220787604906391,0.2931447050931627,0.6991090813805495,0.0063318308649924,0.7740963855421688,0.6997988953804171,0.0927562734938535,0.0221600911256083,0.5789019709319877,39,track_1,7.0,minor,type 3
40,ThDaEl,track_1,47.0,309.827,9,40,0.4189799870884442,0.8538231259824387,0.7908712036135859,0.0213565142734492,4.63855421686747e-05,0.0160632691398284,0.2339733820989535,0.4035414725069897,,40,track_1,3.0,major,type 4
41,EyGol,track_1,38.0,220.543,10,41,0.5168926188939101,0.4243034071226184,0.758029497641686,0.030693281820133,0.429718875502008,,0.2055267702936097,0.2285388837112975,0.3099258205028679,41,track_1,5.0,minor,type 4
42,Wi,track_1,60.0,245.267,9,42,0.5567032494082204,0.6756074850569189,0.699283771305932,0.0067611075338055,0.00089859437751,1.295182023275124e-06,0.047546479731789,0.6810603707155432,0.3526922413421314,42,track_1,8.0,major,type 4
43,AtPr,track_1,37.0,209.833,6,43,0.6158812136862493,0.7997577068252586,0.8166754011629358,0.2262288044644773,0.5491967871485944,,0.1333942903586305,0.4946670808739773,0.3353172036054686,43,track_1,5.0,minor,type 4
44,PeRo&C.Sm,track_1,50.0,253.413,6,44,0.764364105874758,0.6555832557394448,0.7183000174689925,0.2391071045288688,0.110441767068273,,0.0646144468149954,0.7970384177280729,0.368002544529262,44,track_1,10.0,minor,type 4
45,BuBa,track_1,48.0,212.927,9,45,0.4071443942328384,0.9509406381721884,0.8674602580419755,0.0540888602704443,4.64859437751004e-05,0.233934973830295,0.3406481763689932,0.4584239411825619,0.7252501401647474,45,track_1,7.0,minor,type 4
46,SaMo,track_1,54.0,223.907,9,46,0.5437916935657413,0.7677189399172999,0.8639664595343266,0.0160978750804893,0.0278112449799196,,0.0577059839479833,0.5816506161333748,0.5037790572303446,46,track_1,2.0,minor,type 4
47,Fr,track_1,38.0,301.533,9,47,0.4125242091672047,0.8578279718459335,0.8239624666217464,0.0156685984116763,0.0008463855421686,0.0024387574686319,0.1669206542720715,0.3331262296779538,0.7514663388967955,47,track_1,8.0,major,type 4
48,ToEs,track_1,41.0,344.11300002,8,48,0.5868302130406714,0.1609847915978333,0.6743031119762422,0.0129856192315947,0.9839357429718876,0.9026103439862893,0.0897084222289952,0.1115253184218701,0.3505142968042437,48,track_1,4.0,minor,type 3
49,K.J.Ye,track_1,7.0,190.87999998,4,49,0.4878416182483323,0.6575856786711921,0.8177235407152305,0.0418544752092723,0.5140562248995985,,0.1973991669206543,0.70384177280729,0.621786992711433,49,track_1,6.0,minor,type 4
50,LoCr,track_1,23.0,202.019,9,50,0.4598665805896278,0.9749697133531572,0.8729006014324574,0.0877870787722687,7.500000000000001e-05,0.0183725084061329,0.1882556131260794,0.525732629180905,0.5898078664769051,50,track_1,11.0,major,type 4
51,ToYe,track_1,30.0,219.625,10,51,0.6040456208306435,0.374242833828933,0.7025529684809463,0.006975745868212,0.7038152610441767,2.0080341446125962e-07,0.1079955298181448,0.5070933001967485,0.5501681976969853,51,track_1,5.0,major,type 4
52,JJLi,track_1,69.0,203.991,10,52,0.332902948138584,0.4233021956567446,0.8614958448753463,0.0092294483794805,0.642570281124498,,0.1709844559585492,0.1684788236512374,0.8034674602147756,52,track_1,7.0,major,type 4
53,S.P.Ba,track_1,34.0,414.213,4,53,0.5255003227888961,0.3462089127844692,,0.0139514917364241,0.7740963855421688,0.0017560258594637,0.1100274306613837,0.4967381174277726,0.4700532626040453,53,track_1,7.0,minor,type 4
54,Gh,track_1,41.0,176.012,10,54,0.8235420701527868,0.7807346889736582,0.8789398817099648,0.0899334621163339,0.0836345381526104,3.463858899456727e-05,0.2481966880016255,0.821890856373615,0.3744339500582223,54,track_1,9.0,minor,type 4
55,Gw,track_1,48.0,188.83,9,55,0.6427802883580805,0.5344366683687262,0.7545856105412891,0.0255419617943764,0.0003303212851405,0.0004929723825023,0.3071218124555522,0.7452625038831935,0.5482598007504205,55,track_1,1.0,major,type 4
56,Do,track_1,42.0,144.267,9,56,0.5599311383688401,0.9299151973888404,0.8543086022310399,0.1038849538527581,0.0128514056224899,,0.0876765213857563,0.5340167753960857,0.3631345150299736,56,track_1,1.0,major,type 4
57,AScLiWo,track_1,39.0,198.84,9,57,0.5308801377232625,0.9389261005817038,0.8962092286192009,0.0604206911354368,0.0008363453815261,0.0001807230730151,0.3944935487148228,0.3631562597079838,0.509051408116617,57,track_1,3.0,minor,type 4
58,IdRaHa,track_1,55.0,221.025,10,58,0.3845491715085001,0.3542186045114588,0.6882783060068378,0.0393861343635973,0.8504016064257028,4.096389655009694e-05,0.09885197602357,0.0756963860412136,0.2993110363565791,58,track_1,,major,type 4
59,ThSe,track_1,24.0,652.32,6,59,0.9268345168926192,0.7677189399172999,0.8539093109730229,0.3088645632109895,0.5090361445783133,0.0007399605822897,0.0378949507264045,0.7835766801284043,0.3943804718161038,59,track_1,,major,type 4
60,StTa,track_1,28.0,312.363,9,60,0.337206800086077,0.9639563872285464,0.7992563200319434,0.0607426486370465,0.000152610441767,0.7941765001772091,0.0947881743370923,0.1954022988505747,0.2878822184844956,60,track_1,11.0,minor,type 4
61,LoCa,track_1,60.0,168.654,6,61,0.3963847643641059,0.9799757706825258,0.9227870529809588,0.450525863919296,0.0736947791164658,,0.113075281926242,0.4190742466604535,0.3314249363867684,61,track_1,11.0,minor,type 4
62,PoMa,track_1,90.0,184.2130002,10,62,0.7934151065203359,0.6305529690926021,0.901749394824187,0.0594548186306074,0.0907630522088353,2.7208862659500666e-06,0.0854414304581936,0.2792792792792792,0.5356341915728641,62,track_1,3.0,minor,type 4
63,OlRo,track_1,99.0,178.1470002,10,63,0.5416397675919948,0.6635929474664344,0.8711537021786329,0.1403734707018673,0.3363453815261044,,0.0703037691760642,0.6934865900383141,0.7351694915254237,63,track_1,9.0,major,type 4
64,Re,track_1,59.0,187.783,10,64,0.4340434689046697,0.8468146457213228,0.8279304234982905,0.0299420476497102,0.0308232931726907,,0.1029157777100477,0.6282489385937662,0.4550232889118902,64,track_1,11.0,minor,type 4
65,ChPu,track_1,75.0,196.607,10,65,0.7417688831504197,0.5344366683687262,0.8277058221656559,0.0111611933891393,0.013152610441767,3.564260606687356e-05,0.0838159097836025,0.6033964999482241,0.4985821796696424,65,track_1,4.0,major,type 4
66,RaPl,track_1,46.0,320.333,6,66,0.6987303636754896,0.3361967981257321,0.6691123256220208,0.0888602704443013,0.4487951807228916,0.0001616467486413,0.8435436350706086,0.3817955886921404,0.201853409237935,66,track_1,7.0,major,type 4
67,En,track_1,32.0,259.606,10,67,0.747148698084786,0.7947516494958901,0.7526390656584563,0.0163125134148959,0.0186746987951807,0.9096384634924334,0.07060855430255,0.1985088536812674,0.493002544529262,67,track_1,7.0,minor,type 4
68,me,track_1,52.0,215.516,10,68,0.5405638046051217,0.4933869982679041,0.7941404007886002,0.00493668169135,0.8674698795180723,0.0260030381556608,0.139489992888347,0.37765351558455,0.6121264070384267,68,track_1,4.0,minor,type 4
69,MaRo,track_1,48.0,228.493,10,69,0.8213901441790403,0.6595881016029396,0.879788375633251,0.0856406954282034,0.0068373493975903,2.6104443879963736e-05,0.2573402417962004,0.9710054882468676,0.4524733686979773,69,track_1,,major,type 4
70,DrDr,track_1,35.0,183.04,9,70,0.3393587260598236,0.9269115629912196,0.8626438072421452,0.1071045288688559,0.0001114457831325,8.022096407727318e-06,0.180128009753124,0.4097545821683752,0.8271930392030016,70,track_1,6.0,minor,type 4
71,LaHu,track_1,10.0,66.49,6,71,0.7030342156229826,0.144965408143854,0.6435826408125577,0.5546254561064606,0.7871485943775101,,0.1994310677638931,0.4718856787822305,0.3165027817311424,71,track_1,3.0,major,type 5
72,AbWo,track_1,40.0,181.569,10,72,0.6632235851086724,0.5364390913004736,,0.0108392358875295,0.5120481927710844,,0.0752819262419994,0.382831106969038,0.3096778367188511,72,track_1,10.0,major,type 4
73,DiApRe,track_1,34.0,152.252,9,73,0.3748655046266408,0.9429309464451986,0.866087694342542,0.1135436789010517,0.0058232931726907,0.6445779564035707,0.3325205729960379,0.1467329398363881,0.3640617587441238,73,track_1,,major,type 4
74,IcofSi,track_1,33.0,352.943,9,74,0.4673983214977405,0.9579491184333042,,0.0299420476497102,0.0362449799196787,0.0002259038412689,0.3772223915472925,0.305167236201719,0.6172532022253849,74,track_1,4.0,minor,type 4
75,SpAd,track_1,32.0,282.978,9,75,0.3931568754034861,0.924909140059472,0.8411569464201043,0.0877870787722687,2.2289156626506025e-05,0.072589430310673,0.082901554404145,0.305167236201719,0.4717568033812049,75,track_1,7.0,major,type 4
76,ErB.&Ra,track_1,48.0,314.6,6,76,0.5663869162900796,0.7947516494958901,0.7796660926854833,0.2519854045932603,0.3554216867469879,,0.1740323072234075,0.6996996996996997,0.3425626428602234,76,track_1,11.0,major,type 4
77,KaNiTaGi,track_1,78.0,154.80599999999998,10,77,0.9462018506563376,0.6816147538521612,0.8490179930623144,0.3034986048508263,0.0015261044176706,,0.0401300416539672,0.5857926892409651,0.5362110234182946,77,track_1,11.0,major,type 4
78,DO,track_1,71.0,275.52,10,78,0.5782225091456854,0.6165360085703702,0.8103116967382895,0.2777420047220433,0.4648594377510041,,0.6545768566493956,0.9016257636947292,0.3631668607409324,78,track_1,8.0,minor,type 4
79,St&OrCh,track_1,25.0,229.933,10,79,0.6686034000430386,0.9289139859229668,0.8954356018067929,0.0098733633827001,0.214859437751004,,0.0221477191913034,0.8022160091125609,0.4281763488161469,79,track_1,8.0,major,type 4
80,LiRi,track_1,22.0,260.373,10,80,0.4082203572197116,0.6816147538521612,0.771330887674378,0.0201760034342133,0.1134538152610441,1.0040170723062976e-05,0.9725693386162756,0.3383038210624417,0.6013930219519558,80,track_1,4.0,major,type 4
81,GuMa,track_1,43.0,216.373,6,81,0.8084785883365614,0.4593458084281981,0.8491926829876968,0.3517922300922945,0.0696787148594377,,0.1161231331911002,0.3952573262918091,0.6004442144304999,81,track_1,2.0,major,type 4
82,LuBoPaMe,track_1,40.0,184.09399998,8,82,,0.1569799457343385,0.5769010007237154,0.0587035844601846,0.9678714859437751,0.9226906854324152,0.0937722239154729,0.299989644817231,0.4515353430801742,82,track_1,2.0,major,type 4
83,CoPi,track_1,35.0,198.213,10,83,0.6438562513449538,0.1189339100311376,,0.1210560206052801,0.9869477911646588,,0.0866605709641369,0.2689240965103034,0.3970489929701988,83,track_1,,minor,type 3
84,HaNa,track_1,27.0,204.03,10,84,0.614805250699376,0.5464512059592107,0.7852062588904694,0.1028117621807254,0.3514056224899598,2.6104443879963736e-05,0.09885197602357,,0.724711044982102,84,track_1,4.0,minor,type 4
85,Am,track_1,60.0,203.373,9,85,0.3737895416397676,0.9669600216261676,0.8197449527089417,0.0465765185662159,0.0003172690763052,0.0014247002256026,0.0744691659047038,0.2161126643885264,0.8057855695001508,85,track_1,,major,type 4
86,ThAlRe,track_1,68.0,233.267,10,86,0.5308801377232625,0.7166571551577409,0.8508647151306431,0.0092294483794805,6.506024096385543e-05,0.1285131812381337,0.0231636696129228,0.3103448275862069,0.5250247983784017,86,track_1,7.0,major,type 4
87,RoRoTr,track_1,38.0,138.19399998,8,87,0.6610716591349258,0.3341943751939847,0.6500711237553343,0.0227516634470916,0.8885542168674699,0.9176706000708836,0.0866605709641369,0.6665631148389769,0.7449432871867857,87,track_1,7.0,major,type 3
88,Pe,track_1,41.0,195.699,6,88,0.6955024747148698,0.67861111945454,0.8624691173167627,0.0612792444730628,0.5451807228915664,,0.3609671848013817,0.4988091539815678,0.4446510975977918,88,track_1,7.0,minor,type 4
89,TaMo,track_1,65.0,178.973,6,89,0.9128469980632667,0.6625917360005606,0.8964088742482095,0.3603777634685555,0.0163654618473895,,0.27562734938535,0.3942218080149114,0.4820912580325182,89,track_1,1.0,major,type 4
90,Al,track_1,35.0,441.035,9,90,0.5341080266838822,0.968962444557915,0.9027476229692296,0.0182442584245546,0.0001194779116465,0.8323291489248483,0.3680788377527177,0.31759345552449,0.3958953292793375,90,track_1,2.0,major,type 4
91,Qu,track_1,17.0,290.6,6,91,0.6825909188723908,0.9068873336737452,0.9008509894936488,0.0242541317879373,0.0768072289156626,6.124504141068415e-05,0.1161231331911002,0.5744019881950916,0.4551203260447665,91,track_1,9.0,major,type 4
92,GhIr,track_1,43.0,243.0,9,92,0.4620185065633743,0.9939927312047576,0.94122931796062,0.0963726121485297,2.058232931726908e-05,0.0068564325867797,0.3223610687798436,0.2067929998964481,0.3205352136973304,92,track_1,1.0,minor,type 4
93,BiEi,track_1,77.0,158.463,10,93,0.8493651818377449,0.4793700377456723,0.8514137406104165,0.2176432710882163,0.6144578313253012,0.2700795884333217,0.2837549527583054,0.6820958889924408,0.6008970543839219,93,track_1,9.0,major,type 4
94,BrSp,track_1,40.0,196.61299998,10,94,0.5706907682375727,0.7757286316442896,0.8654638017518904,0.0507619660871431,0.007078313253012,1.5963871449670132e-05,0.404653052931017,0.8198198198198199,0.6975298658731185,94,track_1,6.0,minor,type 4
95,RuSq,track_1,37.0,282.067,6,95,0.7288573273079407,0.6485747754783288,0.8046467520151731,0.1274951706374758,0.8192771084337349,0.1475895056119534,0.1882556131260794,0.5806150978564771,0.5897916936214258,95,track_1,8.0,minor,type 4
96,NoCy,track_1,83.0,156.106,10,96,0.6976544006886164,0.1850138667788023,0.7736018567043498,0.0201760034342133,0.8714859437751005,,0.0631921162247282,0.3144869006937972,0.2263337214818648,96,track_1,9.0,minor,type 4
97,CaAn,track_1,39.0,183.008,9,97,0.5491715085001077,0.9158982368666088,0.8248608719522847,0.0212491951062459,0.0044076305220883,0.1385533519611967,0.1212028852991974,0.352801076939008,0.374584896709363,97,track_1,8.0,major,type 4
98,Dam,track_1,49.0,171.0,6,98,0.3393587260598236,0.0400384465202895,0.4542686731052382,0.0227516634470916,0.9989959839357432,0.9638553853969734,0.0927562734938535,0.1125608366987677,0.3783531720360547,98,track_1,,major,type 4
99,Fl,track_1,20.0,266.222,9,99,0.4200559500753175,0.9769721362849048,0.8929150757405605,0.1060313371968233,4.27710843373494e-06,0.5341360784498781,0.404653052931017,0.2461426944185565,0.5361409410445507,99,track_1,1.0,major,type 3
100,Drk,track_1,87.0,178.154,6,100,0.7761996987303638,0.5935081448552748,0.8233635297347208,0.0271517493024254,0.0136546184738955,,0.1486335466829219,0.0460805633219426,0.5355263725363351,100,track_1,,minor,type 4
101,TiKaBa,track_1,51.0,301.131,8,101,0.4146761351409512,0.1579811572002122,0.6436824636270619,0.02006868426701,0.927710843373494,0.8684737635278751,0.09885197602357,0.1415553484519001,0.2065327554232975,101,track_1,,major,type 4
102,BrSpe,track_1,,164.53300002,10,102,0.7460727350979127,0.5905045104576537,0.8200693768560805,0.0233955784503112,0.0743975903614457,1.7771102179821465e-05,0.0937722239154729,0.5640468054261157,0.3848277051796265,102,track_1,9.0,minor,type 4
103,ThWe,track_1,93.0,215.627,10,103,0.6675274370561654,0.8257892049379749,0.8600983254722867,0.0082635758746512,0.021285140562249,1.1445794624291792e-05,0.5357106573199228,0.6479237858548204,0.4716759391038081,103,track_1,,major,type 4
104,OlLu,track_1,56.0,174.921,10,104,0.627716806541855,0.647573564012455,0.853934266676649,0.0210345567718394,0.0139558232931726,,0.1486335466829219,0.5526561043802424,0.5899857678871782,104,track_1,8.0,major,type 4
105,RaAl,track_1,42.0,188.409,8,105,0.1629007962126102,0.1079205839065269,0.5271892391005963,0.0149173642412534,0.8855421686746988,0.9407629927339286,0.0820887940668495,0.1301646474060267,0.4079225428041574,105,track_1,,major,type 4
106,BlTyTyDo$i,track_1,82.0,161.6839998,10,106,0.5502474714869808,0.7667177284514263,0.8682588405580095,0.2831079630822065,0.3373493975903615,,0.0662399674895865,0.6075385730558144,0.3388967956182344,106,track_1,2.0,major,type 4
107,ThLu,track_1,75.0,163.133,10,107,0.6696793630299119,0.4703591345528089,0.7678870005739812,0.0074050225370251,0.7680722891566265,,0.0762978766636188,0.4170032101066583,0.2660434726355285,107,track_1,,major,type 4
108,And,track_1,65.0,153.244,10,108,0.4975252851301915,0.5304318225052314,0.8358413815477528,0.2058381626958575,0.0933734939759036,,0.4209082596769278,0.1353422387905146,0.3432311208867037,108,track_1,10.0,minor,type 4
109,ThBeWeQu,track_1,40.0,271.89300000000003,8,109,0.5050570260383044,0.0570590414401425,0.519602705198273,0.041317879373256,0.8865461847389559,0.1255011300212148,0.1018998272884283,0.3507300403852127,0.3392472074869539,109,track_1,8.0,major,type 4
110,Ga,track_1,42.0,303.0,9,110,0.4426511727996557,0.924909140059472,0.8814104963689451,0.039278815196394,0.0002550200803212,2.5602435343810585e-05,0.3457279284770903,0.0605778191985088,0.3744285591063958,110,track_1,7.0,major,type 4
111,ZaLa,track_1,34.0,175.305,10,111,0.601893694856897,0.6305529690926021,0.8468468468468469,0.0867138871002361,0.1315261044176707,1.807230730151337e-07,0.2339733820989535,0.7804701252977115,0.4083753827575797,111,track_1,11.0,major,type 4
112,MaMa,track_1,49.0,266.702,9,112,0.588982139014418,0.93792488911583,0.9203663497292306,0.0273663876368319,0.002289156626506,0.0007108440871928,0.1354261912018693,0.6541368955162059,0.4283488592745934,112,track_1,,major,type 4
113,HaNah,track_1,40.0,228.117,6,113,0.828921885087153,0.8187807246768589,,0.0487229019102811,0.0074397590361445,4.467875971763024e-06,0.1201869348775779,0.857098477788133,0.4444570233320394,113,track_1,1.0,minor,type 4
114,AJTr,track_1,68.0,195.0,6,114,0.7331611792554337,0.8508194915848176,0.846547378403334,0.0472204335694355,0.2078313253012048,,0.2847709031799249,0.8508853681267474,0.6007137620218225,114,track_1,9.0,minor,type 4
115,TyONe,track_1,45.0,248.333,9,115,0.456638691629008,0.9128946024689876,0.8487434803224276,0.0233955784503112,0.1305220883534136,0.7831323123818399,0.0848318602052219,0.4625660142901522,0.3692532453529995,115,track_1,1.0,major,type 4
116,AvLa,track_1,69.0,220.85,10,116,0.5577792123950936,0.6936292914426455,0.8634923011654314,0.0508692852543464,0.0112449799196787,,0.0876765213857563,0.2585689137413275,0.5356665372838227,116,track_1,5.0,major,type 4
117,TeT,track_1,19.0,239.64,6,117,,0.760710459656184,0.8360909385840134,0.0877870787722687,0.0016064257028112,0.8323291489248483,0.0588235294117647,0.2720306513409962,0.5898563850433433,117,track_1,8.0,major,type 4
