id,Artist Name,Track Name,Popularity,duration,id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,id,Track Name,key,mode,time_signature,Class
13,StWo,track_1,77.0,146.39,13,0.7310092532816872,0.521420919312368,0.6899752938534102,0.1371538956857695,0.8242971887550201,0.0012439771525875,0.220766026617901,0.6220358289323806,0.5806378574201061,13,track_1,7.0,minor,type 4,6
14,AsBheha,track_9,3.0,203.46700002,14,0.5932859909619109,0.4743639804163037,0.7426068728007786,0.0280103026400515,0.6465863453815262,9.236957065217938e-06,0.5834603271360358,0.9181940561250906,0.3090956139215939,14,track_9,7.0,major,type 4,4
15,Elu,track_1,56.0,253.896,15,0.264041316978696,0.88385946995865,0.8755209503131941,0.03026400515132,0.0386546184738955,7.891574188327499e-05,0.973585289037895,0.1840115978047012,0.4194052701945056,15,track_1,11.0,major,type 4,9
16,ThUpPl,track_1,44.0,274.40299998,16,0.5233483968151497,0.093903623384295,0.4598837064211024,0.0133075767332045,0.8343373493975904,0.7138551343927053,0.1049476785532866,0.1829760795278036,0.4610018544874282,16,track_1,2.0,minor,type 4,8
17,ErRee,track_1,44.0,570.78700002,17,0.3382827630729503,0.1169314870993902,0.585760275510968,0.0142734492380339,0.9738955823293172,0.8323291489248483,0.0683734633749873,0.0798384591488039,0.6186386768447837,17,track_1,2.0,major,type 5,8
18,bbRiBr,track_1,74.0,133.707,18,0.8127824402840542,0.8478158571871964,0.8796386414114946,0.0985189954925949,0.0230923694779116,0.0001616467486413,0.0109722645534897,0.6893445169307238,0.4068820891016517,18,track_1,4.0,minor,type 4,10
19,EAR,track_1,44.0,179.64,19,0.6589197331611794,0.9489382152404408,0.8940630381073594,0.0432496243829148,0.0007781124497991,0.0479910120391687,0.0866605709641369,0.5371233302267785,0.6656477767714668,19,track_1,2.0,major,type 4,9
20,Tua,track_15,38.0,217.921,20,0.7084140305573489,0.5774887614012955,0.8098125826657683,0.0213565142734492,0.1907630522088353,0.0005863459702268,0.4209082596769278,0.2658175416796107,0.541504938111873,20,track_15,2.0,major,type 4,10
21,Apo,track_1,37.0,328.149,21,0.3619539487841618,0.9088897566054926,0.8342691722193107,0.0360592401802962,0.000617469879518,0.8765059001063255,0.0759930915371329,0.199544371958165,0.374762798119636,21,track_1,7.0,minor,type 4,9
22,KiKuAsBhs,track_1,41.0,221.47999998,22,0.289864428663654,0.777731054576037,0.9711761623118964,0.0253273234599699,0.7008032128514056,1.2851418525520607e-05,0.1222188357208168,0.6717407062234649,0.3949249579505757,22,track_1,9.0,major,type 4,4
23,KiKurshore,track_8,13.0,294.222,23,0.3124596513879922,0.3782476796924278,0.7272341593671233,0.0194247692637905,0.9769076305220884,0.000157630680352,0.1445697449964441,0.5019157088122606,0.3188855824384353,23,track_8,8.0,major,type 4,4
24,SaNiDy,track_1,52.0,167.613,24,0.8343017000215193,0.5224221307782416,0.8166754011629358,0.0243614509551405,0.0053815261044176,0.1375493348888904,0.1435537945748247,0.5899347623485555,0.3745040324319661,24,track_1,3.0,minor,type 4,10
25,AsBheha,track_7,17.0,264.46699998,25,0.614805250699376,0.5704802811401796,0.694192807766215,0.0434642627173213,0.8674698795180723,0.0105411752421438,0.3365843746825155,0.8322460391425908,0.4670181567257514,25,track_7,2.0,major,type 4,4
26,Imo,track_1,34.0,251.797,26,0.1725844630944695,0.9849818280118944,0.8888472960495121,0.0623524361450955,0.015863453815261,0.6395578710420393,0.2847709031799249,0.0135652894273583,0.3815230517100099,26,track_1,5.0,major,type 3,9
27,AlYa,track_1,42.0,363.333,27,0.5437916935657413,0.753701979395068,0.7066457038756208,0.0120197467267654,0.6807228915662651,0.044376550578866,0.0608554302550035,0.9357978668323496,0.5631010911286496,27,track_1,8.0,minor,type 3,4
28,Gig,track_1,48.0,153.0,28,0.7353131052291801,0.7096486748966249,0.871203613585885,0.0139514917364241,0.0139558232931726,6.475910116375619e-06,0.2776592502285889,0.2285388837112975,0.3636250916461809,28,track_1,9.0,minor,type 4,10
29,WeBuThBrWiBu,track_1,45.0,223.434,29,0.5298041747363892,0.9779733477507784,0.9003768311247535,0.1607641124704872,0.0002289156626506,0.0022279138834476,0.1994310677638931,0.2016154085119602,0.563235864924311,29,track_1,1.0,major,type 4,9
30,AsKiSa,track_1,58.0,206.175,30,0.5029051000645579,0.6215420658997387,0.7930922612363055,0.0654646919939901,0.7028112449799196,1.8273110715974616e-06,0.1120593315046225,0.6769182976079529,0.7717255358606115,30,track_1,7.0,minor,type 4,10
31,LaMarta,track_14,1.0,173.46700002,31,0.5093608779857974,0.3702379879654382,0.7369169723740361,0.0281176218072547,0.964859437751004,0.0150592520675221,0.3609671848013817,0.8208553380967175,0.5721686721007461,31,track_14,6.0,major,type 3,4
32,AmBaKiKu,track_1,19.0,396.693,32,0.5416397675919948,0.4843760950750408,0.6757255870829277,0.4204764971023825,0.9417670682730924,2.008034144612595e-05,0.5966676826170884,0.7048772910841876,0.514269849484625,32,track_1,7.0,major,type 4,4
33,GiPuMeOpOrJaLe,track_1,30.0,315.36,33,0.0051646223369916,0.0758818169985682,0.5011354845149859,0.0243614509551405,0.960843373493976,0.6024092393667062,0.113075281926242,0.018018018018018,0.1757827662052011,33,track_1,4.0,major,type 4,8
34,BeFrCl,track_1,20.0,250.0,34,0.811706477297181,0.5684778582084321,0.6620748171994709,0.06052801030264,0.5562248995983936,0.824297012346398,0.1181550340343391,0.513306409858134,0.4822098589727002,34,track_1,9.0,minor,type 4,10
35,LoGrBrQu,track_1,34.0,279.70699998,35,0.3275231332042178,0.5003954785290201,0.8438521624117192,0.0125563425627817,0.746987951807229,0.1134529251535393,0.2939144569744997,0.164336750543647,0.7817257514986845,35,track_1,10.0,minor,type 5,9
36,NaHu,track_1,41.0,176.552,36,0.5427157305788681,0.828792839335596,0.8421302188615207,0.2713028546898476,0.3112449799196787,1.1746999745983682e-05,0.0798537031392868,0.5464429947188568,0.3028421098029068,36,track_1,8.0,major,type 4,6
37,MoRaAsBhl,track_1,2.0,381.52000002,37,0.4587906176027545,0.6355590264219706,0.762721169923386,0.0809186520712599,0.7028112449799196,0.0009136555357987,0.485929086660571,0.9244071657864762,0.5125016172855479,37,track_1,7.0,major,type 4,4
38,Gee,track_1,46.0,188.988,38,0.5115128039595439,0.1719981177224441,0.6588804871353348,0.0212491951062459,0.9849397590361446,0.6726904344281471,0.0958041247587117,0.3579786683234959,0.2557197998878682,38,track_1,3.0,major,type 1,8
39,MaDeMoRaS.D.BaSuMa,track_1,8.0,426.31999998,39,0.636324510436841,0.5885020875259063,0.6798682338848544,0.053981541103241,0.96285140562249,0.8614456440217311,0.1008838768668089,0.927513720617169,0.3938898951998965,39,track_1,1.0,major,type 4,4
40,PiLu,track_1,49.0,176.547,40,0.597589842909404,0.0936032599445328,0.6003344064285892,0.0443228160549474,0.993975903614458,0.9417670098062348,0.0968200751803312,0.2637465051258155,0.3527407599085694,40,track_1,7.0,major,type 4,8
41,ClDeJuLlWeRoPhOrJaJu,track_1,52.0,240.0,41,0.0811276092102431,0.0416403848656874,0.3460607421826257,0.0269371109680188,0.9919678714859438,0.9277107707939468,0.1201869348775779,0.021849435642539,0.1793785310734463,41,track_1,5.0,major,type 4,8
42,ThBak,track_1,70.0,158.85299999999998,42,0.69227458575425,0.0816888435006357,0.6432083052581667,0.124275595621378,0.8283132530120482,1.1445794624291792e-05,0.1161231331911002,0.5712954333643988,0.5138763100012939,42,track_1,7.0,major,type 4,10
43,Gia,track_1,50.0,201.525,43,0.6244889175812353,0.613532374172749,0.811659304734097,0.0041854475209272,0.0161646586345381,5.722897312145897e-06,0.0806664634765823,0.8363881122501812,0.3420235476775779,43,track_1,8.0,minor,type 4,10
44,ClVaHo,track_1,45.0,218.304,44,0.5061329890251777,0.1119254297700217,0.522322876893514,0.0445374543893539,0.997991967871486,0.94578307809546,0.0937722239154729,0.1757274515895205,0.2924052270668908,44,track_1,4.0,major,type 4,8
45,MaWaSlKuMiMi,track_1,54.0,329.59999998,45,0.3361308370992038,0.0879964757356401,0.4534950462928302,0.0134148959004078,0.919678714859438,0.9146585488539648,0.1445697449964441,0.0636843740292016,0.5791930823306163,45,track_1,7.0,major,type 4,8
46,KeCoBa,track_1,51.0,315.474,46,0.4555627286421347,0.2911422821614153,0.581442938783659,0.0078342992058381,0.8684738955823293,0.7811242782372273,0.1008838768668089,0.1622657139898519,0.5864870401518092,46,track_1,8.0,major,type 5,8
47,NiBr,track_1,43.0,59.22700002,47,0.2220787604906391,0.0116040408894762,0.3953732125477277,0.0309079201545396,0.9126506024096386,0.925702736649334,0.1171390836127197,0.0470125297711504,0.189421874326131,47,track_1,7.0,major,type 3,8
48,HaNahdag,track_25,38.0,240.693,48,0.6825909188723908,0.8968752190150082,0.8960594943974445,0.0385275810259712,0.0145582329317269,0.0001004017072306,0.2441328863151478,0.9430464947706328,0.6550976840470952,48,track_25,7.0,major,type 4,10
49,JA,track_1,32.0,225.072,49,0.6029696578437702,0.8348001081308383,0.8295525442339846,0.0093367675466838,0.2740963855421687,0.003402613858046,0.09885197602357,0.7048772910841876,0.3690915167982059,49,track_1,9.0,minor,type 4,10
50,BeBar,track_1,45.0,194.14,50,0.725629438347321,0.4212997727249972,0.7196226697611738,0.028654217643271,0.6104417670682731,1.757029876536021e-06,0.1049476785532866,0.4428911670290981,0.4661286496743865,50,track_1,4.0,major,type 4,10
51,LaStTro,track_1,56.0,253.21300002,51,0.5674628792769529,0.0563581934140309,0.435402161163934,0.0186735350933676,0.9467871485943776,0.8684737635278751,0.0783297775068576,0.1322356839598218,0.1856589899512657,51,track_1,2.0,minor,type 4,8
52,Wur,track_1,41.0,196.093,52,0.6847428448461373,0.5344366683687262,0.7960619899678071,0.1317879373256063,0.4226907630522088,1.746989705812958e-05,0.0927562734938535,0.6665631148389769,0.3309289688187346,52,track_1,4.0,minor,type 4,6
53,GuMar,track_1,16.0,152.093,53,0.7180976974392081,0.6836171767839085,0.7700581467894487,0.1714960291908135,0.2429718875502008,0.0075291240252249,0.0580107690744691,0.6551724137931034,0.7626633458403415,53,track_1,1.0,major,type 4,6
54,R.D.Bu,track_1,3.0,162.933,54,0.2651172799655692,0.7186595780894882,0.7962865913004417,0.1940330543034986,0.857429718875502,0.7730921416587768,0.0757899014528091,0.3869731800766283,0.7566308707465389,54,track_1,8.0,major,type 4,6
55,AlYaKuSa,track_1,42.0,300.40000002,55,0.5050570260383044,0.8117722444157431,0.7664894811709216,0.0508692852543464,0.7710843373493976,9.33735877244857e-07,0.3000101595042162,0.7763280521901211,0.5837538275757967,55,track_1,1.0,minor,type 3,4
56,ThAb,track_1,23.0,258.0,56,0.4630944695502474,0.9649575986944202,0.8463227770706995,0.0845675037561708,4.769076305220884e-06,0.2048184787334123,0.8709742964543331,0.0319975147561354,0.4823068961055763,56,track_1,4.0,minor,type 4,9
57,BuLeF,track_1,51.0,299.067,57,0.8407574779427588,0.5344366683687262,0.6927204212522772,0.3668169135007512,0.0814257028112449,0.0035130557359997,0.0978360256019506,0.6914155534845191,0.3389668779919782,57,track_1,10.0,minor,type 4,6
58,Evi,track_1,13.0,184.533,58,0.3576500968366689,0.968962444557915,0.9137031768610716,0.0364885168491092,6.666666666666667e-06,0.034336379855803,0.2786752006502083,0.2885989437713575,0.3739379824901885,58,track_1,1.0,major,type 4,9
59,JaAsBhUdNa,track_1,46.0,373.8,59,0.5115128039595439,0.726669269816478,0.8839310224351775,0.0225370251126851,0.7710843373493976,3.77510419187168e-05,0.05648684344204,0.6241068654861758,0.3648218829516539,59,track_1,5.0,minor,type 4,4
60,May,track_2,32.0,210.333,60,0.5341080266838822,0.8648364521070495,0.8549324948216914,0.0122343850611719,0.0003383534136546,6.576311823606249e-06,0.4320837143147415,0.4087190638914776,0.5037305386639065,60,track_2,6.0,minor,type 4,9
61,Ind,track_1,53.0,297.8,61,0.6244889175812353,0.5995154136505171,0.8387861545756282,0.0768405237175359,0.0753012048192771,7.83133316398912e-05,0.0604490500863557,0.6303199751475613,0.7831705265881743,61,track_1,7.0,major,type 4,10
62,Fah,track_1,45.0,154.99999998,62,0.5125887669464171,0.217052633686761,0.630805320556013,0.0812406095728697,0.8965863453815262,0.8835340196124696,0.1161231331911002,0.1384487936212074,0.4603603312200801,62,track_1,9.0,minor,type 3,8
63,RaJe,track_1,46.0,105.015,63,0.601893694856897,0.299151973888405,0.773676723815228,0.0804893754024468,0.9457831325301204,0.911646497637046,0.1272985878289139,0.4397846121984053,0.4105748911027731,63,track_1,9.0,major,type 4,8
64,MoRaihammed,track_14,15.0,194.493,64,0.4663223585108672,0.3392004325233533,0.7253125701879164,0.0082635758746512,0.9678714859437751,0.1757019836365297,0.1821599105963629,0.5267681474578026,0.3981541380946219,64,track_14,4.0,minor,type 4,4
65,Waf,track_1,11.0,312.187,65,0.2597374650312029,0.9229067171277244,0.714631529035961,0.0920798454603992,0.0002259036144578,0.2911639469517539,0.1699685055369298,0.2885989437713575,0.6154526243153491,65,track_1,8.0,major,type 4,9
66,EvTiIDiem,track_1,50.0,296.934,66,0.1854960189369486,0.965958810160294,0.8960844501010706,0.1028117621807254,3.5542168674698794e-05,0.0268062518135058,0.4960885908767652,0.2233612923268096,0.3875609177556388,66,track_1,9.0,minor,type 4,9
67,Ouk,track_1,67.0,230.693,67,0.9236066279319992,0.7336777500775938,0.926355718599486,0.2637905129856192,0.029718875502008,7.038159676867146e-06,0.1780961089098852,0.6106451278865072,0.3584282140854788,67,track_1,11.0,minor,type 4,6
68,TeWi,track_1,48.0,149.07199998,68,0.6169571766731226,0.1189339100311376,0.4962691223079034,0.0210345567718394,0.9748995983935744,0.8744978659617129,0.1069795793965254,0.4532463497980739,0.4579775305127873,68,track_1,5.0,minor,type 3,8
69,Tua,track_13,34.0,236.67,69,0.7116419195179686,0.7016389831696352,0.8011779092111502,0.1350075123417042,0.008644578313253,0.0003383537533672,0.2360052829421924,0.6137516827171999,0.5904278259369474,69,track_13,11.0,minor,type 4,6
70,BuMeAl,track_1,39.0,260.653,70,0.4275876909834302,0.9619539642967992,0.913827955379202,0.1457394290620305,0.0005170682730923,0.0005813258848653,0.1181550340343391,0.1229160194677436,0.5903361797558977,70,track_1,2.0,major,type 4,9
71,Dep,track_1,29.0,222.989,71,0.5104368409726706,0.975970924819031,0.8287789174215767,0.1425198540459326,0.0005843373493975,4.307233240194017e-06,0.0465305293101696,0.116702909806358,0.4822260318281796,71,track_1,4.0,major,type 4,9
72,TiZo,track_1,26.0,498.827,72,0.8020228104153219,0.941929734979325,0.7822365301589678,0.0574157544537454,0.1897590361445783,0.2550193323487272,0.0886924718073758,0.7028062545303924,0.4383868115754518,72,track_1,10.0,minor,type 4,6
73,DeThFuHo,track_1,56.0,260.307,73,0.8504411448246181,0.7967540724276375,0.8116343490304709,0.1210560206052801,0.0967871485943775,7.409645993620475e-06,0.3294727217311796,0.6334265299782541,0.3722883512312933,73,track_1,10.0,minor,type 4,10
74,LaMaa,track_1,6.0,273.333,74,0.268345168926189,0.2571010923217093,0.6930698011030421,0.0242541317879373,0.993975903614458,0.0002339359778473,0.1222188357208168,0.1436263850056953,0.250533704230819,74,track_1,8.0,minor,type 1,4
75,ThWiMaFe,track_1,30.0,205.26,75,0.2608134280180762,0.9889866738753892,0.8931646327768211,0.1382270873578021,0.000156626506024,0.0013142583476489,0.3162653662501271,0.0774567671119395,0.5562384094535731,75,track_1,5.0,major,type 4,9
76,FrChMaKlBeGl,track_1,39.0,206.82700002,76,0.0363675489563159,0.0188127634437669,0.1714456839110578,0.0235028976175144,0.9759036144578314,0.8955822244801451,0.1313623895153916,0.027855441648545,0.295289386294044,76,track_1,10.0,major,type 4,8
77,IsVa,track_1,41.0,106.00000002,77,0.6901226597805036,0.0553569819481572,0.5224226997080182,0.0888602704443013,0.9518072289156626,0.3363447152055374,0.0937722239154729,0.3113803458631045,0.5026146116358304,77,track_1,3.0,minor,type 4,8
78,MoRaMu,track_1,24.0,367.62700002,78,0.2801807617817947,0.6085263168433804,0.7588779915649722,0.0568791586177291,0.7198795180722891,0.0013544190305411,0.5865081784008941,0.6002899451175313,0.7587387329106827,78,track_1,5.0,minor,type 4,4
79,LoFr,track_1,80.0,193.018,79,0.6772111039380245,0.6115299512410016,0.8469466696613511,0.0166344709165056,0.2289156626506024,6.797195579513635e-06,0.3579193335365234,0.4584239411825619,0.4933745202052874,79,track_1,6.0,major,type 4,10
80,134,track_1,25.0,384.68,80,0.1166343877770604,0.9168994483324824,0.8252851189139278,0.0738355870358446,0.0,0.8182729099125602,0.2045108198719902,0.0212281246764005,0.5150623194031138,80,track_1,7.0,minor,type 4,9
81,BeBrEnChOr,track_1,25.0,476.04,81,0.0207660856466537,0.0689734578840396,0.5027076938434278,0.0206052801030264,0.9056224899598394,0.8975902586247577,0.3345524738392766,0.0333436885161023,0.2756016302238323,81,track_1,7.0,minor,type 4,8
82,AmKuKaKr,track_1,35.0,370.8,82,0.5222724338282764,0.7967540724276375,0.8341443937011804,0.0704013736853402,0.6897590361445785,2.6807255830578147e-05,0.1242507365640556,0.8726312519415967,0.3429346185362487,82,track_1,3.0,minor,type 4,4
83,ChofZe,track_1,41.0,232.731,83,0.8181622552184206,0.3862573714194175,0.7023034114446857,0.3142305215711526,0.7319277108433735,0.0839348232277341,0.0550645128517728,0.7307652480066273,0.352676068486652,83,track_1,7.0,major,type 4,6
84,MzBoBa,track_1,36.0,157.373,84,0.8386055519690123,0.7486959220656995,0.7410097077687106,0.1575445374543893,0.5240963855421688,0.0016656643229561,0.4940566900335265,0.472921197059128,0.3207238970112562,84,track_1,11.0,minor,type 4,6
85,DoMo,track_1,45.0,127.932,85,0.6976544006886164,0.1239399673605062,0.6045768760450201,0.0303713243185232,0.9548192771084336,0.2419671104087453,0.0672559179112059,0.1104898001449725,0.4136639064993315,85,track_1,2.0,minor,type 4,8
86,HaNahdag,track_2,31.0,398.4,86,0.6578437701743062,0.8728461438340391,0.8764942227546105,0.0181369392573513,0.0015361445783132,3.84538538693312e-06,0.0258051407091333,0.9357978668323496,0.4283865959373787,86,track_2,5.0,minor,type 4,10
87,Rai,track_3,28.0,229.2,87,0.3963847643641059,0.0984090749807267,0.5617528886226947,0.0160978750804893,0.9829317269076304,0.8775099171786318,0.0958041247587117,0.1933312622967795,0.4400849614007849,87,track_3,8.0,major,type 4,8
88,LaMaKiKu,track_1,11.0,299.37300000000005,88,0.4028405422853454,0.5104075931877572,0.8364902298420304,0.0149173642412534,0.7449799196787149,7.93173487121975e-05,0.1923194148125571,0.6354975665320493,0.3225676025359037,88,track_1,7.0,major,type 3,4
89,LuVi,track_1,46.0,381.627,89,0.7159457714654617,0.4162937153956287,0.7688353173117716,0.0662159261644129,0.8052208835341367,0.9046183781309018,0.105963628974906,0.7980739360049706,0.999822098589727,89,track_1,8.0,minor,type 4,8
90,JoHen,track_1,45.0,171.24,90,0.734237142242307,0.8458134342554491,0.8983055077237903,0.1103241038849538,0.0757028112449799,0.0001736949535089,0.1151071827694808,0.9233716475095786,0.697772458705309,90,track_1,11.0,minor,type 4,10
91,AsBheha,track_10,16.0,252.65299998,91,0.3393587260598236,0.4523373281670822,0.7586783459359636,0.0184588967589611,0.9578313253012049,0.0079909718784858,0.4137966067255918,0.536087811949881,0.4846843058610428,91,track_10,5.0,minor,type 4,4
92,BoCo,track_1,44.0,203.56,92,0.4856896922745858,0.9669600216261676,0.9540815053280428,0.0818845245760893,2.4397590361445785e-05,0.0007871493846881,0.296962308239358,0.3445169307238273,0.5972042523828007,92,track_1,8.0,major,type 4,9
93,MoRa,track_1,11.0,259.827,93,0.4641704325371207,0.5624705894131898,0.7827106885278631,0.0106245975531229,0.960843373493976,0.0023082352492321,0.2512445392664839,0.8539919229574402,0.3504172596713676,93,track_1,7.0,minor,type 4,4
94,BrSpsitney,track_40,81.0,198.79999998,94,0.7686679578222511,0.8378037425284593,0.8993536472760849,0.0974458038205623,0.025,0.0250994227905851,0.2299095804124759,0.9378689033861448,0.6063904342950791,94,track_40,5.0,minor,type 4,10
95,RoCh,track_1,47.0,348.053,95,0.3554981708629224,0.7577068252585628,0.839085623019141,0.008585533376261,0.001144578313253,0.8323291489248483,0.0834095296149547,0.0838769804287045,0.288124811316686,95,track_1,3.0,major,type 4,9
96,Sag,track_1,25.0,173.95699998,96,0.439423283839036,0.1649896374613282,0.6096927952883631,0.0280103026400515,0.9799196787148594,0.9297188049385592,0.0937722239154729,0.2130061095578337,0.5357420106093932,96,track_1,4.0,major,type 3,8
97,LaMaMoRa,track_1,25.0,328.69300002,97,0.3167635033354853,0.6145335856386227,0.7153302887374909,0.0704013736853402,0.8132530120481929,0.4267062517131041,0.6515290053845374,0.6013254633944289,0.6102611377064735,97,track_1,7.0,major,type 4,4
98,RiStArQu,track_1,26.0,577.1599999800001,98,0.0432537120723047,0.0522532264039487,0.3446881784831923,0.0253273234599699,0.9578313253012049,0.8564255586601995,0.234989332520573,0.02143522833178,0.2775801095441411,98,track_1,5.0,major,type 3,8
99,Só,track_1,38.0,532.352,99,0.2339143533462449,0.5704802811401796,0.7985326046267874,0.0177076625885383,0.0066666666666666,0.3604411249408885,0.3152494158285076,0.1436263850056953,0.4812179238366325,99,track_1,2.0,minor,type 4,9
100,KeMa,track_1,56.0,187.12,100,0.7460727350979127,0.6045214709798856,0.8275311322402735,0.0643915003219575,0.0877510040160642,2.238958071243044e-05,0.1557451996342578,0.3641917779848814,0.4443977228619484,100,track_1,8.0,major,type 4,10
101,Wu,track_1,19.0,469.987,101,0.2005595007531741,0.6045214709798856,0.7783184846896758,0.0178149817557415,3.363453815261044e-05,0.8142568416233351,0.1618409021639744,0.1560526043284664,0.3972861948505627,101,track_1,7.0,major,type 5,9
102,Nak,track_1,32.0,254.135,102,0.4803098773402195,0.726669269816478,0.8775423623069052,0.011483150890749,0.0963855421686747,3.995987947779064e-06,0.0886924718073758,0.2917054986020503,0.3954155345667831,102,track_1,1.0,minor,type 4,10
103,Tua,track_12,49.0,313.253,103,0.6169571766731226,0.8097698214839957,0.8268573282423698,0.0272590684696286,0.1001004016064257,9.136555357987308e-07,0.105963628974906,0.6696696696696697,0.3420666752921896,103,track_12,11.0,minor,type 4,10
104,GeBiSeOzOrNaDeFr,track_1,20.0,207.0,104,0.1327738325801592,0.0276234243434555,0.2364053804497017,0.0236102167847177,0.9487951807228916,0.8995982927693704,0.0717260997663314,0.021021021021021,0.4661016949152542,104,track_1,10.0,major,type 4,8
105,Cry,track_1,26.0,213.689,105,0.4415752098127824,0.965958810160294,0.8556312545232212,0.0768405237175359,6.46586345381526e-05,0.0265050466918139,0.0646144468149954,0.3662628145386766,0.7251800577910035,105,track_1,6.0,minor,type 3,9
106,SwBe,track_1,26.0,185.213,106,0.5351839896707554,0.7637140940538051,0.7991814529210651,0.1006653788366602,0.0087851405622489,0.1485935226842597,0.2004470181855125,0.5236615926271099,0.5902229697675421,106,track_1,1.0,minor,type 4,9
107,KaMaAn,track_1,38.0,436.02700002,107,0.4448030987734022,0.4363179447131028,0.7239150507848569,0.0129856192315947,0.6566265060240964,7.048199847590207e-05,0.0535405872193437,0.5888992440716578,0.3502285763574416,107,track_1,5.0,major,type 4,4
108,NiInNa,track_1,60.0,373.307,108,0.5233483968151497,0.7236656354188568,0.7814379476429338,0.0209272376046361,0.0002740963855421,0.6696783832112283,0.1191709844559585,0.5878637257947602,0.3204058308534955,108,track_1,10.0,minor,type 4,9
109,PaWa,track_1,52.0,189.587,109,0.4975252851301915,0.7256680583506042,0.8943375508472461,0.0162051942476926,0.3493975903614458,4.487956313209151e-06,0.1344102407802499,0.3238065651858755,0.7078858843317375,109,track_1,4.0,major,type 4,10
110,dyinde,track_1,51.0,167.427,110,0.820314181192167,0.3472101242503429,0.6888772428938634,0.1156900622451169,0.3343373493975904,0.0189749186495167,0.0499847607436757,0.1301646474060267,0.590352352611377,110,track_1,9.0,major,type 4,10
111,ThHi,track_1,58.0,212.48,111,0.5319561007101357,0.4693579230869352,0.8322228045219735,0.0339128568362309,0.7730923694779117,1.606427315690076e-06,0.091740323072234,0.3393393393393393,0.3506328977444257,111,track_1,8.0,minor,type 4,10
112,EP,track_1,48.0,285.413,112,0.7019582526361093,0.8948727960832608,0.8919168475955179,0.2476926379051298,0.1817269076305221,1.706829022920706e-05,0.0937722239154729,0.73387180283732,0.354622202096002,112,track_1,10.0,minor,type 4,6
