id,Class
489,8.0
490,6.0
491,10.0
492,6.0
493,9.0
494,9.0
495,8.0
496,8.0
497,10.0
498,9.0
499,4.0
500,10.0
501,4.0
502,8.0
503,10.0
504,6.0
505,4.0
506,6.0
507,10.0
508,4.0
509,9.0
510,6.0
511,9.0
512,10.0
513,10.0
514,9.0
515,4.0
516,6.0
517,8.0
518,6.0
519,10.0
520,9.0
521,4.0
522,10.0
523,4.0
524,4.0
525,10.0
526,8.0
527,10.0
528,8.0
529,8.0
530,9.0
531,6.0
532,9.0
533,10.0
534,10.0
535,4.0
536,8.0
537,10.0
538,8.0
539,10.0
540,9.0
541,9.0
542,8.0
543,10.0
544,6.0
545,6.0
546,9.0
547,10.0
548,4.0
549,9.0
550,9.0
551,4.0
552,10.0
553,6.0
554,9.0
555,10.0
556,4.0
557,9.0
558,8.0
559,8.0
560,4.0
561,4.0
562,10.0
563,8.0
564,4.0
565,8.0
566,9.0
567,10.0
568,9.0
569,10.0
570,6.0
571,8.0
572,9.0
573,10.0
574,6.0
575,8.0
576,9.0
577,8.0
578,9.0
579,6.0
580,10.0
581,4.0
582,8.0
583,6.0
584,8.0
585,9.0
586,8.0
587,4.0
588,9.0
589,8.0
590,10.0
591,10.0
592,10.0
593,4.0
594,10.0
595,10.0
596,10.0
597,10.0
598,6.0
599,9.0
600,8.0
601,8.0
602,9.0
603,10.0
604,10.0
605,9.0
606,9.0
607,9.0
608,6.0
609,6.0
610,9.0
611,4.0
612,8.0
613,10.0
614,10.0
615,4.0
616,6.0
617,9.0
618,6.0
619,8.0
620,9.0
621,6.0
622,6.0
623,10.0
624,6.0
625,10.0
626,10.0
627,4.0
628,9.0
629,9.0
630,10.0
631,10.0
632,8.0
633,10.0
634,10.0
635,6.0
636,4.0
637,4.0
638,4.0
639,10.0
640,6.0
641,8.0
642,10.0
643,6.0
644,4.0
645,10.0
646,10.0
647,10.0
648,9.0
649,10.0
650,6.0
651,4.0
652,10.0
653,10.0
654,10.0
655,10.0
656,6.0
657,4.0
658,6.0
659,9.0
660,6.0
661,9.0
662,10.0
663,4.0
664,10.0
665,8.0
666,10.0
667,8.0
668,10.0
669,4.0
670,8.0
671,4.0
672,4.0
673,4.0
674,9.0
675,10.0
676,10.0
677,10.0
678,8.0
679,8.0
680,8.0
681,9.0
682,6.0
683,8.0
684,4.0
685,8.0
686,6.0
687,10.0
688,9.0
689,10.0
690,4.0
691,9.0
692,4.0
693,10.0
694,10.0
695,6.0
696,9.0
697,9.0
698,4.0
699,6.0
700,10.0
701,10.0
702,4.0
703,10.0
704,10.0
705,8.0
706,8.0
707,10.0
708,10.0
709,10.0
710,9.0
711,4.0
712,4.0
713,10.0
714,10.0
715,10.0
716,9.0
717,9.0
718,6.0
719,10.0
720,10.0
721,6.0
722,4.0
723,10.0
724,6.0
725,9.0
726,8.0
727,9.0
728,9.0
729,4.0
730,10.0
731,10.0
732,6.0
733,10.0
734,4.0
735,10.0
736,4.0
737,8.0
738,10.0
739,10.0
740,10.0
741,8.0
742,4.0
743,4.0
744,9.0
745,4.0
746,10.0
747,9.0
748,8.0
749,9.0
