id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
54,0.8235420701527868,0.7807346889736582,0.8789398817099648,0.0899334621163339,0.0836345381526104,3.463858899456727e-05,0.2481966880016255,0.821890856373615,0.3744339500582223
55,0.6427802883580805,0.5344366683687262,0.7545856105412891,0.0255419617943764,0.0003303212851405,0.0004929723825023,0.3071218124555522,0.7452625038831935,0.5482598007504205
56,0.5599311383688401,0.9299151973888404,0.8543086022310399,0.1038849538527581,0.0128514056224899,,0.0876765213857563,0.5340167753960857,0.3631345150299736
57,0.5308801377232625,0.9389261005817038,0.8962092286192009,0.0604206911354368,0.0008363453815261,0.0001807230730151,0.3944935487148228,0.3631562597079838,0.509051408116617
58,0.3845491715085001,0.3542186045114588,0.6882783060068378,0.0393861343635973,0.8504016064257028,4.096389655009694e-05,0.09885197602357,0.0756963860412136,0.2993110363565791
59,0.9268345168926192,0.7677189399172999,0.8539093109730229,0.3088645632109895,0.5090361445783133,0.0007399605822897,0.0378949507264045,0.7835766801284043,0.3943804718161038
60,0.337206800086077,0.9639563872285464,0.7992563200319434,0.0607426486370465,0.000152610441767,0.7941765001772091,0.0947881743370923,0.1954022988505747,0.2878822184844956
61,0.3963847643641059,0.9799757706825258,0.9227870529809588,0.450525863919296,0.0736947791164658,,0.113075281926242,0.4190742466604535,0.3314249363867684
62,0.7934151065203359,0.6305529690926021,0.901749394824187,0.0594548186306074,0.0907630522088353,2.7208862659500666e-06,0.0854414304581936,0.2792792792792792,0.5356341915728641
63,0.5416397675919948,0.6635929474664344,0.8711537021786329,0.1403734707018673,0.3363453815261044,,0.0703037691760642,0.6934865900383141,0.7351694915254237
64,0.4340434689046697,0.8468146457213228,0.8279304234982905,0.0299420476497102,0.0308232931726907,,0.1029157777100477,0.6282489385937662,0.4550232889118902
65,0.7417688831504197,0.5344366683687262,0.8277058221656559,0.0111611933891393,0.013152610441767,3.564260606687356e-05,0.0838159097836025,0.6033964999482241,0.4985821796696424
66,0.6987303636754896,0.3361967981257321,0.6691123256220208,0.0888602704443013,0.4487951807228916,0.0001616467486413,0.8435436350706086,0.3817955886921404,0.201853409237935
67,0.747148698084786,0.7947516494958901,0.7526390656584563,0.0163125134148959,0.0186746987951807,0.9096384634924334,0.07060855430255,0.1985088536812674,0.493002544529262
68,0.5405638046051217,0.4933869982679041,0.7941404007886002,0.00493668169135,0.8674698795180723,0.0260030381556608,0.139489992888347,0.37765351558455,0.6121264070384267
69,0.8213901441790403,0.6595881016029396,0.879788375633251,0.0856406954282034,0.0068373493975903,2.6104443879963736e-05,0.2573402417962004,0.9710054882468676,0.4524733686979773
70,0.3393587260598236,0.9269115629912196,0.8626438072421452,0.1071045288688559,0.0001114457831325,8.022096407727318e-06,0.180128009753124,0.4097545821683752,0.8271930392030016
71,0.7030342156229826,0.144965408143854,0.6435826408125577,0.5546254561064606,0.7871485943775101,,0.1994310677638931,0.4718856787822305,0.3165027817311424
72,0.6632235851086724,0.5364390913004736,,0.0108392358875295,0.5120481927710844,,0.0752819262419994,0.382831106969038,0.3096778367188511
73,0.3748655046266408,0.9429309464451986,0.866087694342542,0.1135436789010517,0.0058232931726907,0.6445779564035707,0.3325205729960379,0.1467329398363881,0.3640617587441238
74,0.4673983214977405,0.9579491184333042,,0.0299420476497102,0.0362449799196787,0.0002259038412689,0.3772223915472925,0.305167236201719,0.6172532022253849
75,0.3931568754034861,0.924909140059472,0.8411569464201043,0.0877870787722687,2.2289156626506025e-05,0.072589430310673,0.082901554404145,0.305167236201719,0.4717568033812049
76,0.5663869162900796,0.7947516494958901,0.7796660926854833,0.2519854045932603,0.3554216867469879,,0.1740323072234075,0.6996996996996997,0.3425626428602234
77,0.9462018506563376,0.6816147538521612,0.8490179930623144,0.3034986048508263,0.0015261044176706,,0.0401300416539672,0.5857926892409651,0.5362110234182946
78,0.5782225091456854,0.6165360085703702,0.8103116967382895,0.2777420047220433,0.4648594377510041,,0.6545768566493956,0.9016257636947292,0.3631668607409324
79,0.6686034000430386,0.9289139859229668,0.8954356018067929,0.0098733633827001,0.214859437751004,,0.0221477191913034,0.8022160091125609,0.4281763488161469
80,0.4082203572197116,0.6816147538521612,0.771330887674378,0.0201760034342133,0.1134538152610441,1.0040170723062976e-05,0.9725693386162756,0.3383038210624417,0.6013930219519558
81,0.8084785883365614,0.4593458084281981,0.8491926829876968,0.3517922300922945,0.0696787148594377,,0.1161231331911002,0.3952573262918091,0.6004442144304999
82,,0.1569799457343385,0.5769010007237154,0.0587035844601846,0.9678714859437751,0.9226906854324152,0.0937722239154729,0.299989644817231,0.4515353430801742
83,0.6438562513449538,0.1189339100311376,,0.1210560206052801,0.9869477911646588,,0.0866605709641369,0.2689240965103034,0.3970489929701988
84,0.614805250699376,0.5464512059592107,0.7852062588904694,0.1028117621807254,0.3514056224899598,2.6104443879963736e-05,0.09885197602357,,0.724711044982102
85,0.3737895416397676,0.9669600216261676,0.8197449527089417,0.0465765185662159,0.0003172690763052,0.0014247002256026,0.0744691659047038,0.2161126643885264,0.8057855695001508
86,0.5308801377232625,0.7166571551577409,0.8508647151306431,0.0092294483794805,6.506024096385543e-05,0.1285131812381337,0.0231636696129228,0.3103448275862069,0.5250247983784017
87,0.6610716591349258,0.3341943751939847,0.6500711237553343,0.0227516634470916,0.8885542168674699,0.9176706000708836,0.0866605709641369,0.6665631148389769,0.7449432871867857
88,0.6955024747148698,0.67861111945454,0.8624691173167627,0.0612792444730628,0.5451807228915664,,0.3609671848013817,0.4988091539815678,0.4446510975977918
89,0.9128469980632667,0.6625917360005606,0.8964088742482095,0.3603777634685555,0.0163654618473895,,0.27562734938535,0.3942218080149114,0.4820912580325182
90,0.5341080266838822,0.968962444557915,0.9027476229692296,0.0182442584245546,0.0001194779116465,0.8323291489248483,0.3680788377527177,0.31759345552449,0.3958953292793375
91,0.6825909188723908,0.9068873336737452,0.9008509894936488,0.0242541317879373,0.0768072289156626,6.124504141068415e-05,0.1161231331911002,0.5744019881950916,0.4551203260447665
92,0.4620185065633743,0.9939927312047576,0.94122931796062,0.0963726121485297,2.058232931726908e-05,0.0068564325867797,0.3223610687798436,0.2067929998964481,0.3205352136973304
93,0.8493651818377449,0.4793700377456723,0.8514137406104165,0.2176432710882163,0.6144578313253012,0.2700795884333217,0.2837549527583054,0.6820958889924408,0.6008970543839219
94,0.5706907682375727,0.7757286316442896,0.8654638017518904,0.0507619660871431,0.007078313253012,1.5963871449670132e-05,0.404653052931017,0.8198198198198199,0.6975298658731185
95,0.7288573273079407,0.6485747754783288,0.8046467520151731,0.1274951706374758,0.8192771084337349,0.1475895056119534,0.1882556131260794,0.5806150978564771,0.5897916936214258
96,0.6976544006886164,0.1850138667788023,0.7736018567043498,0.0201760034342133,0.8714859437751005,,0.0631921162247282,0.3144869006937972,0.2263337214818648
97,0.5491715085001077,0.9158982368666088,0.8248608719522847,0.0212491951062459,0.0044076305220883,0.1385533519611967,0.1212028852991974,0.352801076939008,0.374584896709363
98,0.3393587260598236,0.0400384465202895,0.4542686731052382,0.0227516634470916,0.9989959839357432,0.9638553853969734,0.0927562734938535,0.1125608366987677,0.3783531720360547
99,0.4200559500753175,0.9769721362849048,0.8929150757405605,0.1060313371968233,4.27710843373494e-06,0.5341360784498781,0.404653052931017,0.2461426944185565,0.5361409410445507
100,0.7761996987303638,0.5935081448552748,0.8233635297347208,0.0271517493024254,0.0136546184738955,,0.1486335466829219,0.0460805633219426,0.5355263725363351
101,0.4146761351409512,0.1579811572002122,0.6436824636270619,0.02006868426701,0.927710843373494,0.8684737635278751,0.09885197602357,0.1415553484519001,0.2065327554232975
102,0.7460727350979127,0.5905045104576537,0.8200693768560805,0.0233955784503112,0.0743975903614457,1.7771102179821465e-05,0.0937722239154729,0.5640468054261157,0.3848277051796265
103,0.6675274370561654,0.8257892049379749,0.8600983254722867,0.0082635758746512,0.021285140562249,1.1445794624291792e-05,0.5357106573199228,0.6479237858548204,0.4716759391038081
104,0.627716806541855,0.647573564012455,0.853934266676649,0.0210345567718394,0.0139558232931726,,0.1486335466829219,0.5526561043802424,0.5899857678871782
105,0.1629007962126102,0.1079205839065269,0.5271892391005963,0.0149173642412534,0.8855421686746988,0.9407629927339286,0.0820887940668495,0.1301646474060267,0.4079225428041574
106,0.5502474714869808,0.7667177284514263,0.8682588405580095,0.2831079630822065,0.3373493975903615,,0.0662399674895865,0.6075385730558144,0.3388967956182344
107,0.6696793630299119,0.4703591345528089,0.7678870005739812,0.0074050225370251,0.7680722891566265,,0.0762978766636188,0.4170032101066583,0.2660434726355285
108,0.4975252851301915,0.5304318225052314,0.8358413815477528,0.2058381626958575,0.0933734939759036,,0.4209082596769278,0.1353422387905146,0.3432311208867037
109,0.5050570260383044,0.0570590414401425,0.519602705198273,0.041317879373256,0.8865461847389559,0.1255011300212148,0.1018998272884283,0.3507300403852127,0.3392472074869539
110,0.4426511727996557,0.924909140059472,0.8814104963689451,0.039278815196394,0.0002550200803212,2.5602435343810585e-05,0.3457279284770903,0.0605778191985088,0.3744285591063958
111,0.601893694856897,0.6305529690926021,0.8468468468468469,0.0867138871002361,0.1315261044176707,1.807230730151337e-07,0.2339733820989535,0.7804701252977115,0.4083753827575797
112,0.588982139014418,0.93792488911583,0.9203663497292306,0.0273663876368319,0.002289156626506,0.0007108440871928,0.1354261912018693,0.6541368955162059,0.4283488592745934
113,0.828921885087153,0.8187807246768589,,0.0487229019102811,0.0074397590361445,4.467875971763024e-06,0.1201869348775779,0.857098477788133,0.4444570233320394
114,0.7331611792554337,0.8508194915848176,0.846547378403334,0.0472204335694355,0.2078313253012048,,0.2847709031799249,0.8508853681267474,0.6007137620218225
115,0.456638691629008,0.9128946024689876,0.8487434803224276,0.0233955784503112,0.1305220883534136,0.7831323123818399,0.0848318602052219,0.4625660142901522,0.3692532453529995
116,0.5577792123950936,0.6936292914426455,0.8634923011654314,0.0508692852543464,0.0112449799196787,,0.0876765213857563,0.2585689137413275,0.5356665372838227
117,,0.760710459656184,0.8360909385840134,0.0877870787722687,0.0016064257028112,0.8323291489248483,0.0588235294117647,0.2720306513409962,0.5898563850433433
118,0.3910049494297397,0.9579491184333042,0.8659878715280377,0.1768619875509766,2.4698795180722893e-05,0.1275091641658274,0.378238341968912,0.1612301957129543,0.4820050028032949
119,0.5749946201850656,0.6655953703981818,0.8663372513788026,0.201545396007727,0.5672690763052208,,0.0745707609468658,0.5060577819198508,0.2759789968516841
120,0.5093608779857974,0.5644730123449373,0.8200444211524544,0.0018244258424554,0.4006024096385542,,0.3040739611906939,0.3331262296779538,0.2825721309354379
121,0.456638691629008,0.9909890968071366,0.8965086970627136,0.0476497102382485,0.0002901606425702,0.6596382124881652,0.3487757797419486,0.5599047323185254,0.7357463233708543
122,0.7503765870454058,0.7206620010212357,0.9245089965311571,0.0492594977462974,0.0019678714859437,,0.6413695011683431,0.3579786683234959,0.5039407857851382
123,0.4577146546158812,0.9749697133531572,0.8733498040977266,0.0493668169135007,3.082329317269077e-05,0.0007720891286035,0.0290561820583155,0.2554623589106348,0.5895167550782766
124,0.627716806541855,0.7727249972466684,0.7974345536672407,0.0195320884309937,0.1887550200803213,0.0004126510167178,0.0842222899522503,0.6572434503468987,0.5066470436020183
125,0.5190445448676566,0.8117722444157431,0.8351925332534751,0.0899334621163339,0.0801204819277108,,0.6881032205628366,,0.2284631474533143
126,0.43081557994405,0.2220586910161295,,0.1232024039493453,0.9989959839357432,0.0960834298026403,0.2410850350502895,0.2979186082634358,0.2574125587613748
127,0.6169571766731226,0.7547031908609417,0.8331711212597639,0.0202833226014166,0.1586345381526104,,0.2614040434826781,0.7359428393911153,0.5843953508431449
128,0.4060684312459652,0.4683567116210614,0.8392852686481496,0.006546469199399,0.7329317269076305,,0.0897084222289952,0.3631562597079838,0.5890531332212016
129,0.5298041747363892,0.6525796213418236,0.8842304908786903,0.0101953208843099,0.4819277108433735,,0.0958041247587117,0.4708501605053329,0.5902499245266744
130,0.7051861415967291,0.7547031908609417,0.8669361882658282,0.0324103884953852,0.5030120481927711,,0.0514070913339429,0.6178937558247903,0.546890498986501
131,0.4598665805896278,0.9479370037745672,0.8035237453520002,0.0212491951062459,0.0006646586345381,0.10240873735817,0.0354566697145179,0.2316454385419902,0.4034480527882003
132,0.491069507208952,0.654582044273571,,0.0079416183730414,0.6666666666666667,0.1074288227197015,0.0745707609468658,0.1777984881433157,0.4823338508647087
133,0.5674628792769529,0.2981507624225312,0.8310997978588006,0.0101953208843099,0.856425702811245,1.1144589502599905e-06,0.1354261912018693,0.1715853784819302,0.356341915728641
134,0.2253066494512589,0.1529750998708437,0.5460307953382746,0.0166344709165056,0.9337349397590362,0.7540158172849573,0.0947881743370923,0.0887439163301232,0.562060637426144
135,0.6556918442005596,0.7837383233712792,0.8572034638516632,0.0952994204764971,0.1947791164658634,5.301210141777251e-06,0.1008838768668089,0.5164129646888268,0.5144908785095096
136,0.4501829137077685,0.4463300593718399,0.8765441341618627,0.0067611075338055,0.5522088353413656,,0.1313623895153916,0.3134513824168997,0.2398757924699184
137,0.5857542500537982,0.521420919312368,0.8274313094257693,0.0742648637046576,0.7369477911646587,0.0001716869193643,0.09885197602357,0.2782437610023817,0.3375382757579678
138,0.7955670324940823,0.4933869982679041,0.6968381123505777,0.2605709379695213,0.1475903614457831,0.0009317278431002,0.1008838768668089,0.2233612923268096,0.5685405615215422
139,0.6158812136862493,0.4983930555972727,0.79800853485064,0.0086928525434642,0.7911646586345382,,0.1862237122828406,0.3248420834627731,0.4060411006167249
140,0.8299978480740263,0.6315541805584758,0.7755484015871827,0.1146168705730843,0.1395582329317269,1.7168691936437687e-06,0.0978360256019506,,0.3906607150558502
141,0.6492360662793201,0.644569929614834,0.797958623443388,0.4022322386778278,0.4447791164658635,,0.1526973483693996,0.3890442166304235,0.5254345107172121
142,0.5039810630514311,0.6635929474664344,0.8158019515360235,0.015561279244473,0.2269076305220883,,0.1069795793965254,0.0939215077146111,0.3630051321861387
143,0.5825263610931785,0.4383203676448503,0.7348206932694468,0.0022537025112685,0.4317269076305221,0.0010732942502954,0.1110433810830031,0.1736564150357253,0.4119549747703454
144,0.285560576716161,0.1629872145295808,0.5680417259364627,0.022107748443872,0.9618473895582328,0.9026103439862893,0.0978360256019506,0.199544371958165,0.100481951093285
145,0.610501398751883,0.4993942670631464,0.7570811809038955,0.0244687701223438,0.0960843373493975,0.0386536532667201,0.5143756984659149,0.3465879672776224,0.4823176780092293
146,0.5480955455132344,0.900880064878503,0.8673354795238452,0.0334835801674179,0.0055722891566265,0.261043434782565,0.146601645839683,0.8498498498498498,0.5533111226118083
147,0.4878416182483323,0.8478158571871964,0.8811359836290584,0.0476497102382485,0.0001616465863453,,0.3254089200447019,0.3890442166304235,0.6113932375900288
148,0.7525285130191522,0.4583445969623244,0.8675850365601058,0.0768405237175359,0.0032429718875502,,0.0760946865792949,0.7007352179765972,0.4282572130935438
149,0.4491069507208952,0.3412028554551007,0.6616256145342018,0.0044000858553337,0.3052208835341365,,0.1933353652341765,0.3393393393393393,0.2928041575020485
150,0.901011405207661,0.7667177284514263,0.8836315539916648,0.0780210345567718,0.0681726907630522,0.0003644581972471,0.1151071827694808,0.6800248524386456,0.5625781688014836
151,0.6406283623843341,0.4373191561789766,0.7156297571810037,0.0215711526078557,0.0120481927710843,,0.2095905719800874,0.5578336957647303,0.6332265924871695
152,,0.2480901891288459,0.7127348955603803,0.0394934535308006,0.6827309236947792,0.0022078335420015,0.0978360256019506,0.2471782126954541,0.6763649890024582
153,0.742844846137293,0.722664423952983,0.860971775099199,0.2230092294483795,0.0083232931726907,,0.0437874631717972,0.7545821683752718,0.7517628412472506
154,0.7051861415967291,0.4453288479059663,0.7253375258915424,0.0385275810259712,0.9116465863453816,0.0001977913632443,0.4178604084120695,0.9461530496013256,0.3887738819165911
155,0.8213901441790403,0.5854984531282852,0.8461979985525692,0.3356943550118051,0.0904618473895582,,0.0455145788885502,0.6137516827171999,0.2560540389011084
156,0.272649020873682,0.9329188317864616,0.8828828828828829,0.0416398368748658,4.839357429718875e-06,0.139557369033503,0.7124860306817028,0.080252666459563,0.2450349333678354
157,0.8934796642995482,0.7006377717037615,0.8544832921564224,0.3421335050440009,0.0030722891566265,2.068275168950973e-06,0.0749771411155135,0.5039867453660557,0.2690354508992107
158,0.2446739832149774,0.7697213628490474,0.8104364752564198,0.0336982185018244,0.0004849397590361,0.4467865931592301,0.0367774052626231,0.2844568706637672,0.2184144132488032
159,0.3877770604691199,0.9369236776499564,0.930348631179656,0.1382270873578021,0.0094176706827309,,0.1526973483693996,0.4076835456145801,0.67657523612369
160,0.9580374435119432,0.5734839155378006,0.7981582690723965,0.244473062889032,0.0976907630522088,0.0002740966607396,0.0654272071522909,0.6603500051775915,0.4069359986199163
161,0.7019582526361093,0.8217843590744801,0.9039954081505328,0.1156900622451169,0.0322289156626506,,0.2268617291476176,0.4667080873977425,0.325904601716479
162,0.3748655046266408,0.2410817088677299,0.61396022060842,0.0103026400515132,0.5401606425702812,0.0708826012877523,0.0786345626333435,0.3579786683234959,0.5423027989821881
163,0.491069507208952,0.6976341373061403,0.7971849966309801,0.0083708950418544,0.0074397590361445,0.0087339445119924,0.5682210708117444,0.2161126643885264,0.288184111786777
164,0.601893694856897,0.8928703731515133,0.8201192882633326,0.022107748443872,0.078714859437751,2.038154656781784e-05,0.2796911510718277,0.9534016775396084,0.3960031483158666
165,0.69227458575425,0.5544608976862003,0.7924184572384019,0.3850611719253058,0.0383534136546184,,0.2339733820989535,0.7079838459148804,0.7905723034458965
166,0.8880998493651819,0.5164148619829995,0.6958897956127873,0.5116977892251556,0.1867469879518072,,0.4371634664228386,0.7110904007455732,0.4283380773709405
167,0.0229180116204002,0.992991519738884,0.8948865763270195,0.150032195750161,5.5120481927710847e-05,0.9357429073723972,0.1699685055369298,0.0221600911256083,0.2178753180661577
168,0.8837959974176889,0.4743639804163037,0.7775698135808939,0.5116977892251556,0.3042168674698795,,0.2167022249314233,0.6178937558247903,0.6273666278518135
169,0.974176888315042,0.8568267603800599,0.7859549299992513,0.1575445374543893,0.0013152610441767,,0.0578075789901452,0.9658278968623796,0.5234560313969034
170,0.4587906176027545,0.9749697133531572,0.8968081655062264,0.0931530371324318,0.0017771084337349,1.4156640719518797e-05,0.9278675200650208,0.116702909806358,0.4013455815758829
171,0.3458145039810631,0.968962444557915,0.8733498040977266,0.1264219789654432,4.60843373493976e-06,1.3755033890596277e-05,0.1293304886721528,0.3310551931241586,0.8055699314270927
172,0.6556918442005596,0.647573564012455,0.8807366923710414,0.0470057952350289,0.3413654618473896,,0.3030580107690745,0.6189292741016879,0.2717956182343554
173,0.918226812997633,0.5955105677870223,0.6856579571261012,0.0509766044215496,0.0066064257028112,0.0035030155652766,0.0632937112668901,0.9886092989541264,0.521078621641437
174,0.8170862922315473,0.6255469117632335,0.8828828828828829,0.1918866709594333,0.0075100401606425,0.1014047202858637,0.153713298791019,0.4107901004452728,0.6062287057402854
175,0.1187863137508069,0.9799757706825258,0.6801677023283672,0.0450740502253702,2.4899598393574297e-06,0.8554215415878932,0.5072640455145789,0.0332401366884125,0.6141264501660413
