id,Track Name,key,mode,time_signature
212,track_1,4.0,major,type 4
213,track_1,4.0,major,type 4
214,track_1,2.0,minor,type 4
215,track_1,7.0,minor,type 4
216,track_1,3.0,major,type 4
217,track_1,2.0,minor,type 4
218,track_1,nan,major,type 4
219,track_1,7.0,minor,type 4
220,track_1,1.0,major,type 3
221,track_1,4.0,minor,type 4
222,track_1,1.0,minor,type 4
223,track_1,6.0,major,type 3
224,track_1,11.0,minor,type 4
225,track_1,11.0,minor,type 4
226,track_1,5.0,major,type 4
227,track_1,2.0,major,type 4
228,track_1,9.0,minor,type 4
229,track_1,4.0,minor,type 4
230,track_1,nan,minor,type 4
231,track_1,6.0,major,type 1
232,track_1,4.0,major,type 4
233,track_1,6.0,minor,type 4
234,track_1,9.0,major,type 3
235,track_1,9.0,major,type 4
236,track_1,7.0,major,type 4
237,track_1,1.0,major,type 4
238,track_1,nan,major,type 4
239,track_1,10.0,major,type 4
240,track_1,7.0,major,type 4
241,track_1,11.0,minor,type 4
242,track_1,2.0,minor,type 4
243,track_1,8.0,minor,type 4
244,track_1,1.0,minor,type 4
245,track_1,7.0,major,type 4
246,track_1,3.0,minor,type 4
247,track_1,9.0,major,type 4
248,track_1,8.0,major,type 4
249,track_1,6.0,major,type 4
250,track_1,nan,minor,type 4
251,track_1,11.0,minor,type 4
252,track_1,5.0,major,type 4
253,track_1,7.0,minor,type 4
254,track_1,9.0,minor,type 4
255,track_1,6.0,major,type 4
256,track_1,nan,minor,type 4
257,track_1,9.0,minor,type 4
258,track_1,nan,major,type 4
259,track_2,9.0,major,type 4
260,track_1,11.0,major,type 4
261,track_1,1.0,major,type 4
262,track_1,3.0,major,type 4
263,track_1,4.0,minor,type 4
264,track_1,10.0,minor,type 4
265,track_1,10.0,minor,type 4
266,track_1,nan,major,type 4
267,track_1,8.0,minor,type 4
268,track_1,9.0,minor,type 4
269,track_1,7.0,minor,type 4
270,track_1,4.0,major,type 4
271,track_1,1.0,minor,type 4
272,track_1,11.0,minor,type 4
273,track_1,4.0,minor,type 4
274,track_1,5.0,minor,type 4
275,track_1,5.0,major,type 4
276,track_1,8.0,major,type 4
277,track_1,7.0,minor,type 4
278,track_1,10.0,major,type 4
279,track_1,6.0,major,type 4
280,track_1,2.0,major,type 4
281,track_1,7.0,major,type 4
282,track_1,2.0,major,type 4
283,track_1,11.0,major,type 3
284,track_1,10.0,minor,type 4
285,track_1,11.0,minor,type 4
286,track_1,5.0,minor,type 4
287,track_1,1.0,minor,type 4
288,track_1,nan,major,type 4
289,track_1,6.0,minor,type 4
290,track_1,7.0,major,type 3
291,track_1,1.0,major,type 4
292,track_1,nan,major,type 4
293,track_1,10.0,major,type 4
294,track_1,6.0,minor,type 4
295,track_1,nan,major,type 4
296,track_1,9.0,minor,type 4
297,track_1,4.0,major,type 4
298,track_1,5.0,minor,type 4
299,track_1,9.0,major,type 4
300,track_1,7.0,minor,type 3
301,track_1,10.0,minor,type 4
302,track_1,nan,major,type 4
303,track_1,1.0,major,type 4
304,track_1,8.0,minor,type 4
305,track_1,8.0,major,type 4
306,track_1,2.0,minor,type 5
307,track_1,11.0,major,type 4
308,track_1,10.0,minor,type 4
309,track_1,9.0,minor,type 4
310,track_1,7.0,minor,type 4
311,track_1,10.0,minor,type 4
312,track_1,1.0,major,type 5
313,track_1,5.0,major,type 4
314,track_1,5.0,major,type 4
315,track_1,nan,major,type 4
316,track_1,8.0,major,type 4
317,track_1,nan,minor,type 4
318,track_1,7.0,minor,type 4
319,track_1,7.0,minor,type 4
320,track_1,11.0,major,type 4
321,track_1,2.0,minor,type 4
322,track_1,1.0,major,type 4
323,track_1,nan,major,type 3
324,track_1,4.0,minor,type 4
325,track_1,7.0,major,type 4
326,track_1,7.0,minor,type 4
327,track_1,4.0,minor,type 4
328,track_1,9.0,major,type 4
329,track_1,11.0,minor,type 4
330,track_1,1.0,minor,type 4
331,track_1,6.0,minor,type 4
332,track_1,nan,minor,type 4
333,track_1,4.0,major,type 4
334,track_1,9.0,major,type 4
335,track_1,11.0,major,type 4
336,track_1,1.0,major,type 4
337,track_1,6.0,minor,type 4
338,track_1,9.0,minor,type 4
339,track_1,9.0,major,type 4
340,track_1,10.0,major,type 4
341,track_1,2.0,major,type 4
342,track_1,3.0,minor,type 4
343,track_1,5.0,major,type 4
344,track_1,9.0,major,type 4
345,track_1,1.0,minor,type 4
346,track_1,9.0,minor,type 4
347,track_1,6.0,major,type 4
348,track_1,nan,minor,type 4
349,track_1,4.0,minor,type 4
350,track_1,nan,major,type 4
351,track_1,4.0,minor,type 5
352,track_1,2.0,major,type 4
353,track_1,5.0,major,type 4
354,track_1,4.0,minor,type 4
355,track_1,4.0,major,type 4
356,track_1,1.0,major,type 4
357,track_1,2.0,major,type 4
358,track_1,8.0,major,type 4
359,track_1,5.0,major,type 3
360,track_1,1.0,minor,type 4
361,track_1,8.0,major,type 4
362,track_1,nan,minor,type 4
363,track_1,11.0,minor,type 4
364,track_1,nan,minor,type 4
365,track_1,7.0,minor,type 4
366,track_1,1.0,minor,type 4
367,track_1,3.0,major,type 4
368,track_1,4.0,minor,type 4
369,track_1,8.0,major,type 4
370,track_1,5.0,minor,type 4
371,track_1,7.0,major,type 4
372,track_1,nan,minor,type 4
373,track_1,4.0,major,type 4
374,track_1,5.0,major,type 4
375,track_1,11.0,minor,type 4
376,track_1,4.0,major,type 4
377,track_1,3.0,major,type 4
378,track_1,4.0,minor,type 4
379,track_1,10.0,minor,type 3
380,track_1,10.0,minor,type 4
381,track_1,3.0,minor,type 4
382,track_1,9.0,major,type 4
383,track_1,9.0,minor,type 4
384,track_1,11.0,minor,type 4
385,track_1,5.0,minor,type 4
386,track_1,5.0,minor,type 4
387,track_1,9.0,major,type 4
388,track_1,9.0,major,type 4
389,track_1,nan,major,type 4
390,track_1,nan,major,type 4
391,track_1,9.0,minor,type 4
392,track_1,nan,major,type 4
393,track_1,1.0,major,type 4
394,track_1,3.0,minor,type 4
395,track_1,6.0,minor,type 4
396,track_1,4.0,major,type 4
397,track_1,nan,major,type 4
398,track_1,9.0,minor,type 4
399,track_1,5.0,minor,type 3
400,track_1,8.0,major,type 4
401,track_1,2.0,major,type 4
402,track_1,8.0,major,type 3
403,track_1,5.0,minor,type 4
404,track_1,6.0,minor,type 4
405,track_1,nan,major,type 4
406,track_1,9.0,major,type 4
407,track_1,7.0,minor,type 4
408,track_1,8.0,major,type 4
409,track_1,10.0,minor,type 4
410,track_1,9.0,minor,type 4
411,track_1,4.0,minor,type 4
412,track_1,nan,minor,type 4
413,track_1,10.0,minor,type 4
414,track_1,5.0,minor,type 4
415,track_1,8.0,major,type 4
416,track_1,7.0,major,type 4
417,track_1,4.0,major,type 4
418,track_1,nan,major,type 4
419,track_1,6.0,major,type 4
420,track_1,2.0,major,type 3
421,track_1,7.0,major,type 4
422,track_1,2.0,major,type 4
423,track_3,nan,minor,type 4
424,track_1,7.0,major,type 4
425,track_1,8.0,minor,type 4
426,track_1,7.0,major,type 4
427,track_1,6.0,minor,type 4
428,track_1,2.0,major,type 4
429,track_1,nan,minor,type 4
430,track_1,10.0,minor,type 4
431,track_1,11.0,major,type 4
432,track_1,7.0,major,type 4
433,track_1,1.0,major,type 5
434,track_1,nan,major,type 4
435,track_1,8.0,minor,type 4
436,track_1,nan,major,type 4
437,track_1,10.0,minor,type 4
438,track_1,1.0,major,type 4
439,track_1,1.0,minor,type 4
440,track_1,6.0,minor,type 4
441,track_1,2.0,major,type 4
442,track_1,11.0,minor,type 4
443,track_1,7.0,major,type 3
444,track_1,6.0,major,type 4
445,track_1,2.0,major,type 3
446,track_1,1.0,major,type 4
447,track_1,11.0,minor,type 4
448,track_1,2.0,major,type 4
449,track_1,1.0,minor,type 4
450,track_1,8.0,major,type 4
451,track_1,8.0,major,type 4
452,track_1,5.0,minor,type 4
453,track_4,10.0,minor,type 4
454,track_1,2.0,major,type 4
455,track_1,11.0,minor,type 3
456,track_1,5.0,minor,type 4
457,track_1,6.0,minor,type 4
458,track_1,9.0,minor,type 3
459,track_1,2.0,major,type 4
460,track_1,11.0,minor,type 4
461,track_1,5.0,major,type 4
462,track_1,1.0,minor,type 4
463,track_1,6.0,minor,type 4
464,track_1,10.0,minor,type 4
465,track_1,5.0,major,type 4
466,track_1,9.0,minor,type 3
467,track_1,7.0,minor,type 3
468,track_1,1.0,minor,type 4
469,track_1,6.0,major,type 4
470,track_1,11.0,minor,type 4
471,track_1,7.0,minor,type 4
472,track_1,8.0,major,type 4
473,track_1,6.0,major,type 4
474,track_1,10.0,minor,type 4
475,track_1,6.0,minor,type 4
476,track_1,4.0,minor,type 4
477,track_1,nan,major,type 4
478,track_1,11.0,minor,type 4
479,track_1,5.0,major,type 4
480,track_1,9.0,major,type 4
481,track_1,10.0,major,type 3
482,track_1,6.0,minor,type 3
483,track_1,11.0,minor,type 4
484,track_1,nan,major,type 4
485,track_1,2.0,minor,type 3
486,track_1,7.0,minor,type 4
487,track_1,nan,major,type 4
488,track_1,7.0,major,type 4
489,track_1,8.0,major,type 4
490,track_1,3.0,minor,type 4
491,track_1,2.0,major,type 3
492,track_1,2.0,major,type 3
493,track_1,4.0,minor,type 4
494,track_1,1.0,major,type 4
495,track_1,3.0,minor,type 4
496,track_1,5.0,major,type 4
497,track_1,2.0,major,type 4
498,track_1,7.0,major,type 4
499,track_1,nan,major,type 3
500,track_1,1.0,major,type 4
501,track_1,1.0,major,type 4
502,track_1,11.0,major,type 4
503,track_1,9.0,major,type 4
504,track_1,4.0,minor,type 4
505,track_1,7.0,minor,type 4
506,track_1,3.0,major,type 4
507,track_1,4.0,major,type 4
508,track_1,1.0,major,type 4
509,track_1,10.0,minor,type 4
510,track_1,5.0,minor,type 4
511,track_1,1.0,minor,type 4
512,track_1,5.0,minor,type 4
513,track_1,4.0,major,type 4
514,track_1,6.0,major,type 4
515,track_1,5.0,major,type 4
516,track_1,4.0,minor,type 4
517,track_1,8.0,major,type 4
518,track_1,1.0,minor,type 4
519,track_1,4.0,minor,type 4
520,track_1,5.0,major,type 4
521,track_5,7.0,minor,type 4
522,track_1,11.0,minor,type 4
523,track_1,9.0,major,type 4
524,track_1,11.0,major,type 4
525,track_1,3.0,minor,type 3
526,track_1,6.0,major,type 4
527,track_1,9.0,minor,type 4
528,track_1,1.0,minor,type 4
529,track_1,8.0,major,type 4
530,track_1,7.0,minor,type 4
531,track_1,1.0,major,type 4
532,track_1,2.0,major,type 4
533,track_1,9.0,minor,type 4
534,track_1,1.0,minor,type 4
535,track_1,7.0,major,type 4
536,track_1,1.0,major,type 4
537,track_1,10.0,major,type 4
538,track_1,1.0,minor,type 4
539,track_1,4.0,major,type 3
540,track_1,4.0,major,type 4
541,track_1,nan,minor,type 4
542,track_1,7.0,minor,type 4
543,track_1,8.0,minor,type 4
544,track_1,7.0,minor,type 5
545,track_1,4.0,minor,type 4
546,track_1,1.0,minor,type 4
547,track_1,8.0,minor,type 4
548,track_1,9.0,minor,type 4
549,track_1,11.0,minor,type 4
550,track_1,nan,major,type 4
551,track_1,2.0,major,type 4
552,track_1,7.0,major,type 4
553,track_1,7.0,major,type 4
554,track_1,2.0,minor,type 4
555,track_1,8.0,major,type 4
556,track_1,11.0,minor,type 4
557,track_1,6.0,major,type 4
558,track_1,11.0,major,type 4
559,track_1,2.0,major,type 4
560,track_1,2.0,minor,type 4
561,track_1,11.0,minor,type 4
562,track_1,2.0,major,type 3
563,track_1,1.0,major,type 4
564,track_1,8.0,minor,type 4
565,track_1,6.0,major,type 4
566,track_1,11.0,minor,type 4
567,track_1,11.0,major,type 4
568,track_6,7.0,minor,type 4
569,track_1,1.0,major,type 4
570,track_1,1.0,major,type 4
571,track_1,1.0,minor,type 4
572,track_1,8.0,major,type 4
573,track_1,4.0,minor,type 4
574,track_1,1.0,minor,type 4
575,track_1,7.0,minor,type 4
576,track_1,4.0,minor,type 4
577,track_1,nan,major,type 4
578,track_1,2.0,minor,type 4
579,track_1,2.0,major,type 4
580,track_1,1.0,major,type 4
581,track_1,10.0,minor,type 4
582,track_1,6.0,minor,type 4
583,track_1,8.0,minor,type 4
584,track_1,4.0,major,type 4
585,track_1,4.0,major,type 3
586,track_1,nan,major,type 4
587,track_1,2.0,minor,type 4
588,track_1,3.0,minor,type 4
589,track_7,7.0,minor,type 4
590,track_1,9.0,major,type 4
591,track_1,1.0,major,type 4
592,track_1,5.0,major,type 4
593,track_1,1.0,major,type 3
594,track_1,6.0,minor,type 4
595,track_1,2.0,major,type 4
596,track_1,3.0,major,type 4
597,track_1,7.0,minor,type 4
598,track_1,4.0,major,type 4
599,track_1,nan,major,type 3
600,track_1,7.0,major,type 4
601,track_1,6.0,major,type 3
602,track_1,3.0,major,type 4
603,track_1,10.0,minor,type 4
604,track_1,5.0,major,type 4
605,track_1,1.0,major,type 3
606,track_1,11.0,major,type 4
607,track_1,nan,minor,type 4
608,track_1,9.0,minor,type 4
609,track_1,7.0,minor,type 4
610,track_1,4.0,minor,type 4
611,track_1,1.0,major,type 4
612,track_1,10.0,major,type 4
613,track_1,2.0,major,type 4
614,track_1,7.0,major,type 4
615,track_1,7.0,minor,type 4
616,track_1,11.0,major,type 4
617,track_1,2.0,major,type 4
618,track_1,6.0,minor,type 4
619,track_1,5.0,minor,type 4
620,track_1,1.0,minor,type 4
621,track_1,nan,major,type 4
622,track_1,9.0,major,type 4
623,track_1,5.0,major,type 4
624,track_1,nan,major,type 4
625,track_1,2.0,major,type 1
626,track_1,4.0,minor,type 4
627,track_1,8.0,major,type 4
628,track_1,nan,minor,type 4
629,track_1,7.0,major,type 4
630,track_1,5.0,minor,type 4
631,track_1,4.0,minor,type 4
632,track_2,7.0,major,type 4
633,track_1,7.0,minor,type 4
634,track_1,nan,minor,type 4
635,track_1,9.0,minor,type 5
636,track_1,nan,major,type 4
637,track_1,6.0,major,type 4
638,track_1,7.0,minor,type 4
639,track_2,9.0,minor,type 4
640,track_1,2.0,major,type 4
641,track_1,5.0,minor,type 4
642,track_1,11.0,major,type 4
643,track_1,6.0,minor,type 5
644,track_1,6.0,major,type 5
645,track_1,5.0,minor,type 4
646,track_1,8.0,minor,type 4
647,track_1,9.0,major,type 4
648,track_1,5.0,major,type 4
649,track_1,nan,major,type 4
650,track_1,2.0,major,type 4
651,track_1,7.0,minor,type 4
652,track_1,9.0,minor,type 4
653,track_1,6.0,minor,type 4
654,track_1,2.0,minor,type 4
655,track_1,10.0,minor,type 4
656,track_1,1.0,minor,type 4
657,track_1,11.0,major,type 4
658,track_1,2.0,major,type 3
659,track_1,7.0,major,type 4
660,track_1,nan,major,type 5
661,track_1,1.0,minor,type 5
662,track_1,2.0,major,type 4
663,track_1,4.0,minor,type 4
664,track_1,9.0,major,type 4
665,track_9,1.0,minor,type 4
666,track_1,nan,major,type 4
667,track_1,6.0,minor,type 4
668,track_3,nan,major,type 4
669,track_1,nan,major,type 4
670,track_1,2.0,major,type 4
671,track_1,10.0,minor,type 4
672,track_1,11.0,minor,type 3
673,track_1,8.0,minor,type 5
674,track_1,11.0,minor,type 4
675,track_1,9.0,major,type 4
676,track_1,9.0,major,type 4
677,track_1,5.0,major,type 4
678,track_1,6.0,minor,type 4
679,track_1,11.0,major,type 4
680,track_1,nan,major,type 4
681,track_1,11.0,major,type 4
682,track_1,11.0,major,type 4
683,track_1,1.0,major,type 3
684,track_1,10.0,minor,type 5
685,track_1,11.0,minor,type 5
686,track_1,6.0,minor,type 4
687,track_1,nan,major,type 4
688,track_1,4.0,major,type 4
689,track_1,8.0,major,type 4
690,track_1,11.0,major,type 4
691,track_1,7.0,minor,type 4
692,track_1,10.0,major,type 4
693,track_1,1.0,minor,type 4
694,track_1,2.0,major,type 4
695,track_1,2.0,major,type 4
696,track_1,nan,major,type 4
697,track_1,10.0,minor,type 4
698,track_1,1.0,major,type 4
699,track_1,3.0,minor,type 4
700,track_1,nan,major,type 4
701,track_1,7.0,major,type 4
702,track_1,7.0,major,type 4
703,track_1,10.0,major,type 4
704,track_1,nan,minor,type 4
705,track_1,8.0,major,type 4
706,track_2,7.0,major,type 4
707,track_1,3.0,major,type 3
708,track_1,6.0,minor,type 4
709,track_3,7.0,major,type 5
710,track_1,4.0,major,type 4
711,track_1,10.0,minor,type 4
712,track_1,6.0,minor,type 3
713,track_1,1.0,major,type 4
714,track_1,9.0,minor,type 4
715,track_1,10.0,major,type 4
716,track_1,8.0,minor,type 4
717,track_1,10.0,minor,type 4
718,track_1,10.0,minor,type 4
719,track_1,4.0,minor,type 4
720,track_1,6.0,major,type 4
721,track_1,6.0,major,type 4
722,track_1,nan,minor,type 4
723,track_1,1.0,major,type 4
724,track_1,3.0,major,type 4
725,track_1,7.0,minor,type 4
726,track_1,1.0,major,type 4
727,track_1,7.0,minor,type 4
728,track_1,2.0,major,type 4
729,track_1,1.0,major,type 5
730,track_1,10.0,major,type 4
731,track_1,4.0,minor,type 4
732,track_1,6.0,major,type 4
733,track_1,1.0,major,type 4
734,track_1,10.0,minor,type 4
735,track_1,nan,minor,type 4
736,track_1,6.0,major,type 1
737,track_1,5.0,major,type 4
738,track_1,9.0,major,type 4
739,track_1,7.0,major,type 3
740,track_1,6.0,minor,type 4
741,track_1,6.0,minor,type 4
742,track_1,8.0,minor,type 4
743,track_1,2.0,minor,type 4
744,track_1,11.0,minor,type 4
745,track_1,1.0,major,type 4
746,track_1,2.0,minor,type 4
747,track_1,nan,major,type 4
748,track_1,10.0,minor,type 4
749,track_1,2.0,major,type 4
750,track_1,8.0,major,type 4
751,track_4,3.0,minor,type 4
752,track_1,8.0,minor,type 4
753,track_1,9.0,major,type 4
754,track_1,2.0,major,type 4
755,track_1,4.0,major,type 4
756,track_1,7.0,minor,type 4
757,track_1,6.0,minor,type 4
758,track_1,7.0,major,type 4
759,track_1,1.0,major,type 4
760,track_1,7.0,major,type 4
761,track_1,3.0,major,type 4
762,track_1,5.0,major,type 4
763,track_1,7.0,major,type 4
764,track_1,10.0,major,type 4
765,track_1,4.0,minor,type 4
766,track_1,5.0,minor,type 4
767,track_1,6.0,minor,type 4
768,track_1,10.0,minor,type 4
769,track_2,1.0,minor,type 4
770,track_1,7.0,major,type 4
771,track_1,10.0,minor,type 4
772,track_1,nan,major,type 3
773,track_1,11.0,major,type 4
774,track_1,9.0,minor,type 4
775,track_1,9.0,minor,type 4
776,track_10,6.0,minor,type 4
777,track_1,9.0,major,type 4
778,track_1,2.0,major,type 4
779,track_1,1.0,major,type 4
780,track_1,10.0,minor,type 4
781,track_1,7.0,major,type 4
782,track_1,6.0,minor,type 3
783,track_1,1.0,minor,type 4
784,track_1,11.0,minor,type 4
785,track_1,2.0,major,type 4
786,track_1,5.0,major,type 4
787,track_1,2.0,major,type 4
788,track_1,nan,major,type 4
789,track_1,nan,major,type 4
790,track_1,2.0,minor,type 4
791,track_1,7.0,major,type 4
792,track_1,11.0,major,type 4
793,track_1,7.0,minor,type 4
794,track_1,6.0,major,type 4
795,track_1,6.0,minor,type 4
796,track_1,11.0,minor,type 4
797,track_1,9.0,major,type 4
798,track_1,11.0,minor,type 4
799,track_1,3.0,major,type 4
800,track_1,1.0,major,type 4
801,track_1,11.0,minor,type 4
802,track_1,nan,minor,type 4
803,track_1,5.0,minor,type 4
804,track_1,7.0,major,type 4
805,track_1,nan,minor,type 4
806,track_1,11.0,minor,type 4
807,track_1,1.0,minor,type 5
808,track_1,5.0,minor,type 4
809,track_1,2.0,major,type 4
810,track_1,5.0,major,type 4
811,track_1,8.0,minor,type 4
812,track_1,2.0,major,type 4
813,track_1,2.0,major,type 4
814,track_1,5.0,minor,type 4
815,track_1,9.0,minor,type 1
816,track_1,5.0,minor,type 4
817,track_1,nan,major,type 5
818,track_1,4.0,minor,type 4
819,track_1,3.0,major,type 4
820,track_1,2.0,major,type 4
821,track_1,5.0,major,type 4
822,track_1,2.0,major,type 4
823,track_1,2.0,minor,type 4
824,track_1,11.0,minor,type 4
825,track_1,1.0,minor,type 4
826,track_1,10.0,major,type 4
827,track_1,4.0,minor,type 4
828,track_1,9.0,minor,type 5
829,track_1,4.0,minor,type 4
830,track_1,2.0,major,type 4
831,track_1,7.0,major,type 4
832,track_1,7.0,major,type 4
833,track_1,9.0,major,type 4
834,track_1,nan,major,type 3
835,track_1,2.0,major,type 4
836,track_1,9.0,major,type 3
837,track_1,7.0,minor,type 3
838,track_5,6.0,minor,type 4
839,track_1,7.0,major,type 4
840,track_1,3.0,minor,type 4
841,track_1,6.0,major,type 4
842,track_1,nan,minor,type 4
843,track_2,nan,major,type 4
844,track_1,8.0,major,type 4
845,track_1,7.0,minor,type 4
846,track_1,10.0,minor,type 4
847,track_1,2.0,major,type 4
848,track_1,nan,minor,type 4
849,track_1,7.0,minor,type 4
850,track_1,8.0,major,type 4
851,track_1,nan,major,type 4
852,track_1,2.0,major,type 4
853,track_6,9.0,minor,type 4
854,track_1,4.0,major,type 4
